,Opening Price (USD),Highest Price (USD),Lowest Price (USD),Closing Price (USD),5. volume,6. market cap (USD),Difference between opening and closing
2021-07-22,32144.51,32591.35,31708.0,32287.83,46148.09,46148.09,143.32000000000335
2021-07-23,32287.58,33650.0,31924.32,33634.09,50112.86,50112.86,1346.5099999999948
2021-07-24,33634.1,34500.0,33401.14,34258.14,47977.55,47977.55,624.0400000000009
2021-07-25,34261.51,35398.0,33851.12,35381.02,47852.93,47852.93,1119.5099999999948
2021-07-26,35381.02,40550.0,35205.78,37237.6,152452.51,152452.51,1856.5800000000017
2021-07-27,37241.33,39542.61,36383.0,39457.87,88397.27,88397.27,2216.540000000001
2021-07-28,39456.61,40900.0,38772.0,40019.56,101344.53,101344.53,562.9499999999971
2021-07-29,40019.57,40640.0,39200.0,40016.48,53998.44,53998.44,-3.0899999999965075
2021-07-30,40018.49,42316.71,38313.23,42206.37,73602.78,73602.78,2187.8800000000047
2021-07-31,42206.36,42448.0,41000.15,41461.83,44849.79,44849.79,-744.5299999999988
2021-08-01,41461.84,42599.0,39422.01,39845.44,53953.19,53953.19,-1616.3999999999942
2021-08-02,39850.27,40480.01,38690.0,39147.82,50837.35,50837.35,-702.4499999999971
2021-08-03,39146.86,39780.0,37642.03,38207.05,57117.44,57117.44,-939.8099999999977
2021-08-04,38207.04,39969.66,37508.56,39723.18,52329.35,52329.35,1516.1399999999994
2021-08-05,39723.17,41350.0,37332.7,40862.46,84343.76,84343.76,1139.2900000000009
2021-08-06,40862.46,43392.43,39853.86,42836.87,75753.94,75753.94,1974.4100000000035
2021-08-07,42836.87,44700.0,42446.41,44572.54,73396.74,73396.74,1735.6699999999983
2021-08-08,44572.54,45310.0,43261.0,43794.37,69329.09,69329.09,-778.1699999999983
2021-08-09,43794.36,46454.15,42779.0,46253.4,74587.88,74587.88,2459.040000000001
2021-08-10,46248.87,46700.0,44589.46,45584.99,53814.64,53814.64,-663.8800000000047
2021-08-11,45585.0,46743.47,45341.14,45511.0,52734.9,52734.9,-74.0
2021-08-12,45510.67,46218.12,43770.0,44399.0,55266.11,55266.11,-1111.6699999999983
2021-08-13,44400.06,47886.0,44217.39,47800.0,48239.37,48239.37,3399.9400000000023
2021-08-14,47799.99,48144.0,45971.03,47068.51,46114.36,46114.36,-731.4799999999959
2021-08-15,47068.5,47372.27,45500.0,46973.82,42110.71,42110.71,-94.68000000000029
2021-08-16,46973.82,48053.83,45660.0,45901.29,52480.57,52480.57,-1072.5299999999988
2021-08-17,45901.3,47160.0,44376.0,44695.95,57039.34,57039.34,-1205.3500000000058
2021-08-18,44695.95,46000.0,44203.28,44705.29,54099.42,54099.42,9.340000000003783
2021-08-19,44699.37,47033.0,43927.7,46760.62,53411.75,53411.75,2061.25
2021-08-20,46760.62,49382.99,46622.99,49322.47,56850.35,56850.35,2561.8499999999985
2021-08-21,49322.47,49757.04,48222.0,48821.87,46745.14,46745.14,-500.59999999999854
2021-08-22,48821.88,49500.0,48050.0,49239.22,37007.89,37007.89,417.3400000000038
2021-08-23,49239.22,50500.0,49029.0,49488.85,52462.54,52462.54,249.62999999999738
2021-08-24,49488.85,49860.0,47600.0,47674.01,51014.59,51014.59,-1814.8399999999965
2021-08-25,47674.01,49264.3,47126.28,48973.32,44655.83,44655.83,1299.3099999999977
2021-08-26,48973.32,49352.84,46250.0,46843.87,49371.28,49371.28,-2129.449999999997
2021-08-27,46843.86,49149.93,46348.0,49069.9,42068.1,42068.1,2226.040000000001
2021-08-28,49069.9,49299.0,48346.88,48895.35,26681.06,26681.06,-174.5500000000029
2021-08-29,48895.35,49632.27,47762.54,48767.83,32652.28,32652.28,-127.5199999999968
2021-08-30,48767.84,48888.61,46853.0,46982.91,40288.35,40288.35,-1784.929999999993
2021-08-31,46982.91,48246.11,46700.0,47100.89,48645.53,48645.53,117.97999999999593
2021-09-01,47100.89,49156.0,46512.0,48810.52,49904.66,49904.66,1709.6299999999974
2021-09-02,48810.51,50450.13,48584.06,49246.64,54410.77,54410.77,436.1299999999974
2021-09-03,49246.63,51000.0,48316.84,49999.14,59025.64,59025.64,752.510000000002
2021-09-04,49998.0,50535.69,49370.0,49915.64,34664.66,34664.66,-82.36000000000058
2021-09-05,49917.54,51900.0,49450.0,51756.88,40544.84,40544.84,1839.3399999999965
2021-09-06,51756.88,52780.0,50969.33,52663.9,49249.67,49249.67,907.0200000000041
2021-09-07,52666.2,52920.0,42843.05,46863.73,123048.8,123048.8,-5802.469999999994
2021-09-08,46868.57,47340.99,44412.02,46048.31,65069.32,65069.32,-820.260000000002
2021-09-09,46048.31,47399.97,45513.08,46395.14,50651.66,50651.66,346.83000000000175
2021-09-10,46395.14,47033.0,44132.29,44850.91,49048.27,49048.27,-1544.229999999996
2021-09-11,44842.2,45987.93,44722.22,45173.69,30440.41,30440.41,331.49000000000524
2021-09-12,45173.68,46460.0,44742.06,46025.24,32094.28,32094.28,851.5599999999977
2021-09-13,46025.23,46880.0,43370.0,44940.73,65429.15,65429.15,-1084.5
2021-09-14,44940.72,47250.0,44594.44,47111.52,44855.85,44855.85,2170.7999999999956
2021-09-15,47103.28,48500.0,46682.32,48121.41,43204.71,43204.71,1018.1300000000047
2021-09-16,48121.4,48557.0,47021.1,47737.82,40725.09,40725.09,-383.58000000000175
2021-09-17,47737.81,48150.0,46699.56,47299.98,34461.93,34461.93,-437.82999999999447
2021-09-18,47299.98,48843.2,47035.56,48292.74,30906.47,30906.47,992.7599999999948
2021-09-19,48292.75,48372.83,46829.18,47241.75,29847.24,29847.24,-1051.0
2021-09-20,47241.75,47347.25,42500.0,43015.62,78003.52,78003.52,-4226.129999999997
2021-09-21,43016.64,43639.0,39600.0,40734.38,84534.08,84534.08,-2282.260000000002
2021-09-22,40734.09,44000.55,40565.39,43543.61,58349.06,58349.06,2809.520000000004
2021-09-23,43546.37,44978.0,43069.09,44865.26,48699.58,48699.58,1318.8899999999994
2021-09-24,44865.26,45200.0,40675.0,42810.57,84113.43,84113.43,-2054.6900000000023
2021-09-25,42810.58,42966.84,41646.28,42670.64,33594.57,33594.57,-139.94000000000233
2021-09-26,42670.63,43950.0,40750.0,43160.9,49880.0,49880.0,490.2700000000041
2021-09-27,43160.9,44350.0,42098.0,42147.35,39776.84,39776.84,-1013.5500000000029
2021-09-28,42147.35,42787.38,40888.0,41026.54,43372.26,43372.26,-1120.8099999999977
2021-09-29,41025.01,42590.0,40753.88,41524.28,33511.53,33511.53,499.2699999999968
2021-09-30,41524.29,44141.37,41410.17,43824.1,46381.23,46381.23,2299.8099999999977
2021-10-01,43820.01,48495.0,43283.03,48141.61,66244.87,66244.87,4321.5999999999985
2021-10-02,48141.6,48336.59,47430.18,47634.9,30508.98,30508.98,-506.6999999999971
2021-10-03,47634.89,49228.08,47088.0,48200.01,30825.06,30825.06,565.1200000000026
2021-10-04,48200.01,49536.12,46891.0,49224.94,46796.49,46796.49,1024.9300000000003
2021-10-05,49224.93,51886.3,49022.4,51471.99,52125.67,52125.67,2247.0599999999977
2021-10-06,51471.99,55750.0,50382.41,55315.0,79877.55,79877.55,3843.010000000002
2021-10-07,55315.0,55332.31,53357.0,53785.22,54917.38,54917.38,-1529.7799999999988
2021-10-08,53785.22,56100.0,53617.61,53951.43,46160.26,46160.26,166.20999999999913
2021-10-09,53955.67,55489.0,53661.67,54949.72,55177.08,55177.08,994.0500000000029
2021-10-10,54949.72,56561.31,54080.0,54659.0,89237.84,89237.84,-290.72000000000116
2021-10-11,54659.01,57839.04,54415.06,57471.35,52933.17,52933.17,2812.3399999999965
2021-10-12,57471.35,57680.0,53879.0,55996.93,53471.29,53471.29,-1474.4199999999983
2021-10-13,55996.91,57777.0,54167.19,57367.0,55808.44,55808.44,1370.0899999999965
2021-10-14,57370.83,58532.54,56818.05,57347.94,43053.34,43053.34,-22.889999999999418
2021-10-15,57347.94,62933.0,56850.0,61672.42,82512.91,82512.91,4324.479999999996
2021-10-16,61672.42,62378.42,60150.0,60875.57,35467.88,35467.88,-796.8499999999985
2021-10-17,60875.57,61718.39,58963.0,61528.33,39099.24,39099.24,652.760000000002
2021-10-18,61528.32,62695.78,59844.45,62009.84,51798.45,51798.45,481.5199999999968
2021-10-19,62005.6,64486.0,61322.22,64280.59,53628.11,53628.11,2274.989999999998
2021-10-20,64280.59,67000.0,63481.4,66001.41,51428.93,51428.93,1720.820000000007
2021-10-21,66001.4,66639.74,62000.0,62193.15,68538.65,68538.65,-3808.2499999999927
2021-10-22,62193.15,63732.39,60000.0,60688.22,52119.36,52119.36,-1504.9300000000003
2021-10-23,60688.23,61747.64,59562.15,61286.75,27626.94,27626.94,598.5199999999968
2021-10-24,61286.75,61500.0,59510.63,60852.22,31226.58,31226.58,-434.52999999999884
2021-10-25,60852.22,63710.63,60650.0,63078.78,36853.84,36853.84,2226.5599999999977
2021-10-26,63078.78,63293.48,59817.55,60328.81,40217.5,40217.5,-2749.970000000001
2021-10-27,60328.81,61496.0,58000.0,58413.44,62124.49,62124.49,-1915.3699999999953
2021-10-28,58413.44,62499.0,57820.0,60575.89,61056.35,61056.35,2162.449999999997
2021-10-29,60575.9,62980.0,60174.81,62253.71,43973.9,43973.9,1677.8099999999977
2021-10-30,62253.7,62359.25,60673.0,61859.19,31478.13,31478.13,-394.50999999999476
2021-10-31,61859.19,62405.3,59945.36,61299.8,39267.64,39267.64,-559.3899999999994
2021-11-01,61299.81,62437.74,59405.0,60911.11,44687.67,44687.67,-388.6999999999971
2021-11-02,60911.12,64270.0,60624.68,63219.99,46368.28,46368.28,2308.8699999999953
2021-11-03,63220.57,63500.0,60382.76,62896.48,43336.09,43336.09,-324.0899999999965
2021-11-04,62896.49,63086.31,60677.01,61395.01,35930.93,35930.93,-1501.479999999996
2021-11-05,61395.01,62595.72,60721.0,60937.12,31604.49,31604.49,-457.8899999999994
2021-11-06,60940.18,61560.49,60050.0,61470.61,25590.57,25590.57,530.4300000000003
2021-11-07,61470.62,63286.35,61322.78,63273.59,25515.69,25515.69,1802.969999999994
2021-11-08,63273.58,67789.0,63273.58,67525.83,54442.09,54442.09,4252.25
2021-11-09,67525.82,68524.25,66222.4,66947.66,44661.38,44661.38,-578.1600000000035
2021-11-10,66947.67,69000.0,62822.9,64882.43,65171.5,65171.5,-2065.239999999998
2021-11-11,64882.42,65600.07,64100.0,64774.26,37237.98,37237.98,-108.15999999999622
2021-11-12,64774.25,65450.7,62278.0,64122.23,44490.11,44490.11,-652.0199999999968
2021-11-13,64122.22,65000.0,63360.22,64380.0,22504.97,22504.97,257.77999999999884
2021-11-14,64380.01,65550.51,63576.27,65519.1,25705.07,25705.07,1139.0899999999965
2021-11-15,65519.11,66401.82,63400.0,63606.74,37829.37,37829.37,-1912.3700000000026
2021-11-16,63606.73,63617.31,58574.07,60058.87,77455.16,77455.16,-3547.8600000000006
2021-11-17,60058.87,60840.23,58373.0,60344.87,46289.38,46289.38,286.0
2021-11-18,60344.86,60976.0,56474.26,56891.62,62147.0,62147.0,-3453.239999999998
2021-11-19,56891.62,58320.0,55600.0,58052.24,50715.89,50715.89,1160.6199999999953
2021-11-20,58057.1,59845.0,57353.0,59707.51,33811.59,33811.59,1650.4100000000035
2021-11-21,59707.52,60029.76,58486.65,58622.02,31902.23,31902.23,-1085.5
2021-11-22,58617.7,59444.0,55610.0,56247.18,51724.32,51724.32,-2370.519999999997
2021-11-23,56243.83,58009.99,55317.0,57541.27,49917.85,49917.85,1297.439999999995
2021-11-24,57541.26,57735.0,55837.0,57138.29,39612.05,39612.05,-402.97000000000116
2021-11-25,57138.29,59398.9,57000.0,58960.36,42153.52,42153.52,1822.0699999999997
2021-11-26,58960.37,59150.0,53500.0,53726.53,65927.87,65927.87,-5233.840000000004
2021-11-27,53723.72,55280.0,53610.0,54721.03,29717.0,29717.0,997.3099999999977
2021-11-28,54716.47,57445.05,53256.64,57274.88,36163.71,36163.71,2558.409999999996
2021-11-29,57274.89,58865.97,56666.67,57776.25,40125.28,40125.28,501.3600000000006
2021-11-30,57776.25,59176.99,55875.55,56950.56,49161.05,49161.05,-825.6900000000023
2021-12-01,56950.56,59053.55,56458.01,57184.07,44956.64,44956.64,233.51000000000204
2021-12-02,57184.07,57375.47,55777.77,56480.34,37574.06,37574.06,-703.7300000000032
2021-12-03,56484.26,57600.0,51680.0,53601.05,58927.69,58927.69,-2883.209999999999
2021-12-04,53601.05,53859.1,42000.3,49152.47,114203.37,114203.37,-4448.580000000002
2021-12-05,49152.46,49699.05,47727.21,49396.33,45580.82,45580.82,243.87000000000262
2021-12-06,49396.32,50891.11,47100.0,50441.92,58571.22,58571.22,1045.5999999999985
2021-12-07,50441.91,51936.33,50039.74,50588.95,38253.47,38253.47,147.0399999999936
2021-12-08,50588.95,51200.0,48600.0,50471.19,38425.92,38425.92,-117.75999999999476
2021-12-09,50471.19,50797.76,47320.0,47545.59,37692.69,37692.69,-2925.600000000006
2021-12-10,47535.9,50125.0,46852.0,47140.54,44233.57,44233.57,-395.3600000000006
2021-12-11,47140.54,49485.71,46751.0,49389.99,28889.19,28889.19,2249.449999999997
2021-12-12,49389.99,50777.0,48638.0,50053.9,26017.93,26017.93,663.9100000000035
2021-12-13,50053.9,50189.97,45672.75,46702.75,50869.52,50869.52,-3351.1500000000015
2021-12-14,46702.76,48700.41,46290.0,48343.28,39955.98,39955.98,1640.5199999999968
2021-12-15,48336.95,49500.0,46547.0,48864.98,51629.18,51629.18,528.0300000000061
2021-12-16,48864.98,49436.43,47511.0,47632.38,31949.87,31949.87,-1232.6000000000058
2021-12-17,47632.38,47995.96,45456.0,46131.2,43104.49,43104.49,-1501.1800000000003
2021-12-18,46133.83,47392.37,45500.0,46834.48,25020.05,25020.05,700.6500000000015
2021-12-19,46834.47,48300.01,46406.91,46681.23,29305.71,29305.71,-153.23999999999796
2021-12-20,46681.24,47537.57,45558.85,46914.16,35848.51,35848.51,232.92000000000553
2021-12-21,46914.17,49328.96,46630.0,48889.88,37713.93,37713.93,1975.7099999999991
2021-12-22,48887.59,49576.13,48421.87,48588.16,27004.2,27004.2,-299.429999999993
2021-12-23,48588.17,51375.0,47920.42,50838.81,35192.54,35192.54,2250.6399999999994
2021-12-24,50838.82,51810.0,50384.43,50820.0,31684.84,31684.84,-18.81999999999971
2021-12-25,50819.99,51156.23,50142.32,50399.66,19135.52,19135.52,-420.32999999999447
2021-12-26,50399.67,51280.0,49412.0,50775.49,22569.89,22569.89,375.8199999999997
2021-12-27,50775.48,52088.0,50449.0,50701.44,28792.22,28792.22,-74.04000000000087
2021-12-28,50701.44,50704.05,47313.01,47543.74,45853.34,45853.34,-3157.7000000000044
2021-12-29,47543.74,48139.08,46096.99,46464.66,39498.87,39498.87,-1079.0799999999945
2021-12-30,46464.66,47900.0,45900.0,47120.87,30352.3,30352.3,656.2099999999991
2021-12-31,47120.88,48548.26,45678.0,46216.93,34938.0,34938.0,-903.9499999999971
2022-01-01,46216.93,47954.63,46208.37,47722.65,19604.46,19604.46,1505.7200000000012
2022-01-02,47722.66,47990.0,46654.0,47286.18,18340.46,18340.46,-436.4800000000032
2022-01-03,47286.18,47570.0,45696.0,46446.1,27662.08,27662.08,-840.0800000000017
2022-01-04,46446.1,47557.54,45500.0,45832.01,35491.41,35491.41,-614.0899999999965
2022-01-05,45832.01,47070.0,42500.0,43451.13,51784.12,51784.12,-2380.8800000000047
2022-01-06,43451.14,43816.0,42430.58,43082.31,38880.37,38880.37,-368.83000000000175
2022-01-07,43082.3,43145.83,40610.0,41566.48,54836.51,54836.51,-1515.8199999999997
2022-01-08,41566.48,42300.0,40501.0,41679.74,32952.73,32952.73,113.25999999999476
2022-01-09,41679.74,42786.7,41200.02,41864.62,22724.39,22724.39,184.88000000000466
2022-01-10,41864.62,42248.5,39650.0,41822.49,50729.17,50729.17,-42.13000000000466
2022-01-11,41822.49,43100.0,41268.93,42729.29,37296.44,37296.44,906.8000000000029
2022-01-12,42729.29,44322.0,42450.0,43902.66,33943.29,33943.29,1173.3700000000026
2022-01-13,43902.65,44500.0,42311.22,42560.11,34910.88,34910.88,-1342.5400000000009
2022-01-14,42558.35,43448.78,41725.95,43059.96,32640.88,32640.88,501.6100000000006
2022-01-15,43059.96,43800.0,42555.0,43084.29,21936.06,21936.06,24.330000000001746
2022-01-16,43084.29,43475.0,42581.79,43071.66,20602.35,20602.35,-12.62999999999738
2022-01-17,43071.66,43176.18,41540.42,42201.62,27562.09,27562.09,-870.0400000000009
2022-01-18,42201.63,42691.0,41250.0,42352.12,29324.08,29324.08,150.49000000000524
2022-01-19,42352.12,42559.13,41138.56,41660.01,31685.72,31685.72,-692.1100000000006
2022-01-20,41660.0,43505.0,40553.31,40680.91,42330.34,42330.34,-979.0899999999965
2022-01-21,40680.92,41100.0,35440.45,36445.31,88860.89,88860.89,-4235.610000000001
2022-01-22,36445.31,36835.22,34008.0,35071.42,90471.34,90471.34,-1373.8899999999994
2022-01-23,35071.42,36499.0,34601.01,36244.55,44279.52,44279.52,1173.1300000000047
2022-01-24,36244.55,37550.0,32917.17,36660.35,91904.75,91904.75,415.79999999999563
2022-01-25,36660.35,37545.14,35701.0,36958.32,49232.4,49232.4,297.97000000000116
2022-01-26,36958.32,38919.98,36234.63,36809.34,69830.16,69830.16,-148.9800000000032
2022-01-27,36807.24,37234.47,35507.01,37160.1,53020.88,53020.88,352.8600000000006
2022-01-28,37160.11,38000.0,36155.01,37716.56,42154.27,42154.27,556.4499999999971
2022-01-29,37716.57,38720.74,37268.44,38166.84,26129.5,26129.5,450.2699999999968
2022-01-30,38166.83,38359.26,37351.63,37881.76,21430.67,21430.67,-285.0699999999997
2022-01-31,37881.75,38744.0,36632.61,38466.9,36855.25,36855.25,585.1500000000015
2022-02-01,38466.9,39265.2,38000.0,38694.59,34574.45,34574.45,227.68999999999505
2022-02-02,38694.59,38855.92,36586.95,36896.36,35794.68,35794.68,-1798.229999999996
2022-02-03,36896.37,37387.0,36250.0,37311.61,32081.11,32081.11,415.23999999999796
2022-02-04,37311.98,41772.33,37026.73,41574.25,64703.96,64703.96,4262.269999999997
2022-02-05,41571.7,41913.69,40843.01,41382.59,32532.34,32532.34,-189.11000000000058
2022-02-06,41382.6,42656.0,41116.56,42380.87,22405.17,22405.17,998.2700000000041
2022-02-07,42380.87,44500.5,41645.85,43839.99,51060.62,51060.62,1459.1199999999953
2022-02-08,43839.99,45492.0,42666.0,44042.99,64880.29,64880.29,203.0
2022-02-09,44043.0,44799.0,43117.92,44372.72,34428.17,34428.17,329.72000000000116
2022-02-10,44372.71,45821.0,43174.01,43495.44,62357.29,62357.29,-877.2699999999968
2022-02-11,43495.44,43920.0,41938.51,42373.73,44975.17,44975.17,-1121.7099999999991
2022-02-12,42373.73,43079.49,41688.88,42217.87,26556.86,26556.86,-155.86000000000058
2022-02-13,42217.87,42760.0,41870.0,42053.66,17732.08,17732.08,-164.20999999999913
2022-02-14,42053.65,42842.4,41550.56,42535.94,34010.13,34010.13,482.2900000000009
2022-02-15,42535.94,44751.4,42427.03,44544.86,38095.2,38095.2,2008.9199999999983
2022-02-16,44544.85,44549.97,43307.0,43873.56,28471.87,28471.87,-671.2900000000009
2022-02-17,43873.56,44164.71,40073.21,40515.7,47245.99,47245.99,-3357.8600000000006
2022-02-18,40515.71,40959.88,39450.0,39974.44,43845.92,43845.92,-541.2699999999968
2022-02-19,39974.45,40444.32,39639.03,40079.17,18042.06,18042.06,104.72000000000116
2022-02-20,40079.17,40125.44,38000.0,38386.89,33439.29,33439.29,-1692.2799999999988
2022-02-21,38386.89,39494.35,36800.0,37008.16,62347.68,62347.68,-1378.729999999996
2022-02-22,37008.16,38429.0,36350.0,38230.33,53785.95,53785.95,1222.1699999999983
2022-02-23,38230.33,39249.93,37036.79,37250.01,43560.73,43560.73,-980.3199999999997
2022-02-24,37250.02,39843.0,34322.28,38327.21,120476.29,120476.29,1077.1900000000023
2022-02-25,38328.68,39683.53,38014.37,39219.17,56574.57,56574.57,890.489999999998
2022-02-26,39219.16,40348.45,38573.18,39116.72,29361.26,29361.26,-102.44000000000233
2022-02-27,39116.73,39855.7,37000.0,37699.07,46229.45,46229.45,-1417.6600000000035
2022-02-28,37699.08,44225.84,37450.17,43160.0,73945.64,73945.64,5460.919999999998
2022-03-01,43160.0,44949.0,42809.98,44421.2,61743.1,61743.1,1261.199999999997
2022-03-02,44421.2,45400.0,43334.09,43892.98,57782.65,57782.65,-528.2199999999939
2022-03-03,43892.99,44101.12,41832.28,42454.0,50940.61,50940.61,-1438.989999999998
2022-03-04,42454.0,42527.3,38550.0,39148.66,61964.68,61964.68,-3305.3399999999965
2022-03-05,39148.65,39613.24,38407.59,39397.96,30363.13,30363.13,249.30999999999767
2022-03-06,39397.97,39693.87,38088.57,38420.81,39677.26,39677.26,-977.1600000000035
2022-03-07,38420.8,39547.57,37155.0,37988.0,63994.12,63994.12,-432.8000000000029
2022-03-08,37988.01,39362.08,37867.65,38730.63,55583.07,55583.07,742.6199999999953
2022-03-09,38730.63,42594.06,38656.45,41941.71,67392.59,67392.59,3211.0800000000017
2022-03-10,41941.7,42039.63,38539.73,39422.0,71962.93,71962.93,-2519.699999999997
2022-03-11,39422.01,40236.26,38223.6,38729.57,59018.76,59018.76,-692.4400000000023
2022-03-12,38729.57,39486.71,38660.52,38807.36,24034.36,24034.36,77.79000000000087
2022-03-13,38807.35,39310.0,37578.51,37777.34,32791.82,32791.82,-1030.010000000002
2022-03-14,37777.35,39947.12,37555.0,39671.37,46945.45,46945.45,1894.020000000004
2022-03-15,39671.37,39887.61,38098.33,39280.33,46015.55,46015.55,-391.0400000000009
2022-03-16,39280.33,41718.0,38828.48,41114.0,88120.76,88120.76,1833.6699999999983
2022-03-17,41114.01,41478.82,40500.0,40917.9,37189.38,37189.38,-196.11000000000058
2022-03-18,40917.89,42325.02,40135.04,41757.51,45408.01,45408.01,839.6200000000026
2022-03-19,41757.51,42400.0,41499.29,42201.13,29067.18,29067.18,443.61999999999534
2022-03-20,42201.13,42296.26,40911.0,41262.11,30653.33,30653.33,-939.0199999999968
2022-03-21,41262.11,41544.22,40467.94,41002.25,39426.25,39426.25,-259.8600000000006
2022-03-22,41002.26,43361.0,40875.51,42364.13,59454.94,59454.94,1361.8699999999953
2022-03-23,42364.13,43025.96,41751.47,42882.76,40828.87,40828.87,518.6300000000047
2022-03-24,42882.76,44220.89,42560.46,43991.46,56195.12,56195.12,1108.699999999997
2022-03-25,43991.46,45094.14,43579.0,44313.16,54614.44,54614.44,321.70000000000437
2022-03-26,44313.16,44792.99,44071.97,44511.27,23041.62,23041.62,198.1099999999933
2022-03-27,44511.27,46999.0,44421.46,46827.76,41874.91,41874.91,2316.4900000000052
2022-03-28,46827.76,48189.84,46663.56,47122.21,58949.26,58949.26,294.4499999999971
2022-03-29,47122.21,48096.47,46950.85,47434.8,36772.28,36772.28,312.5900000000038
2022-03-30,47434.79,47700.22,46445.42,47067.99,40947.21,40947.21,-366.8000000000029
2022-03-31,47067.99,47600.0,45200.0,45510.34,48645.13,48645.13,-1557.6500000000015
2022-04-01,45510.35,46720.09,44200.0,46283.49,56271.06,56271.06,773.1399999999994
2022-04-02,46283.49,47213.0,45620.0,45811.0,37073.54,37073.54,-472.48999999999796
2022-04-03,45810.99,47444.11,45530.92,46407.35,33394.68,33394.68,596.3600000000006
2022-04-04,46407.36,46890.71,45118.0,46580.51,44641.88,44641.88,173.15000000000146
2022-04-05,46580.5,47200.0,45353.81,45497.55,42192.75,42192.75,-1082.949999999997
2022-04-06,45497.54,45507.14,43121.0,43170.47,60849.33,60849.33,-2327.0699999999997
2022-04-07,43170.47,43900.99,42727.35,43444.19,37396.54,37396.54,273.72000000000116
2022-04-08,43444.2,43970.62,42107.14,42252.01,42375.04,42375.04,-1192.189999999995
2022-04-09,42252.02,42800.0,42125.48,42753.97,17891.66,17891.66,501.95000000000437
2022-04-10,42753.96,43410.3,41868.0,42158.85,22771.09,22771.09,-595.1100000000006
2022-04-11,42158.85,42414.71,39200.0,39530.45,63560.45,63560.45,-2628.4000000000015
2022-04-12,39530.45,40699.0,39254.63,40074.94,57751.02,57751.02,544.4900000000052
2022-04-13,40074.95,41561.31,39588.54,41147.79,41342.27,41342.27,1072.8400000000038
2022-04-14,41147.78,41500.0,39551.94,39942.38,36807.01,36807.01,-1205.4000000000015
