,Opening Price (USD),Highest Price (USD),Lowest Price (USD),Closing Price (USD),5. volume,6. market cap (USD),Difference between opening and closing
2021-08-07,2891.54,3171.0,2865.5,3160.31,1205277.1,1205277.1,268.77
2021-08-08,3160.48,3189.99,2949.03,3011.85,966349.71,966349.71,-148.6300000000001
2021-08-09,3011.84,3186.0,2893.23,3160.52,1129584.62,1129584.62,148.67999999999984
2021-08-10,3160.51,3233.0,3051.22,3141.66,880675.74,880675.74,-18.850000000000364
2021-08-11,3141.14,3274.0,3120.27,3160.5,732546.6,732546.6,19.360000000000127
2021-08-12,3160.4,3239.0,2979.29,3045.96,737628.46,737628.46,-114.44000000000005
2021-08-13,3046.11,3327.83,3033.8,3322.32,579333.4,579333.4,276.21000000000004
2021-08-14,3322.33,3330.98,3200.0,3263.16,486102.54,486102.54,-59.17000000000007
2021-08-15,3263.16,3320.0,3111.13,3307.09,565579.68,565579.68,43.93000000000029
2021-08-16,3307.35,3335.0,3135.22,3146.53,635667.05,635667.05,-160.8199999999997
2021-08-17,3147.18,3290.0,2991.89,3011.72,804996.07,804996.07,-135.46000000000004
2021-08-18,3011.73,3125.81,2950.0,3014.55,625103.26,625103.26,2.8200000000001637
2021-08-19,3014.18,3188.0,2958.33,3184.12,634769.92,634769.92,169.94000000000005
2021-08-20,3184.11,3300.0,3177.16,3284.82,558127.46,558127.46,100.71000000000004
2021-08-21,3284.81,3309.16,3207.0,3223.43,421156.09,421156.09,-61.38000000000011
2021-08-22,3223.36,3272.0,3126.42,3238.0,406479.08,406479.08,14.639999999999873
2021-08-23,3238.0,3377.89,3230.02,3321.28,602103.45,602103.45,83.2800000000002
2021-08-24,3321.28,3357.85,3147.31,3170.62,540480.08,540480.08,-150.6600000000003
2021-08-25,3170.63,3248.0,3080.0,3226.87,483697.69,483697.69,56.23999999999978
2021-08-26,3226.88,3250.0,3053.3,3093.2,442298.47,442298.47,-133.6800000000003
2021-08-27,3093.06,3280.0,3060.18,3273.45,451027.81,451027.81,180.38999999999987
2021-08-28,3273.89,3287.0,3210.31,3244.48,262360.35,262360.35,-29.409999999999854
2021-08-29,3244.75,3285.0,3152.34,3223.47,335806.78,335806.78,-21.2800000000002
2021-08-30,3223.47,3347.95,3143.0,3229.64,625347.28,625347.28,6.170000000000073
2021-08-31,3229.14,3476.0,3188.77,3429.2,863071.13,863071.13,200.05999999999995
2021-09-01,3429.19,3842.0,3382.22,3826.82,845759.96,845759.96,397.6300000000001
2021-09-02,3826.82,3836.8,3717.04,3785.82,525165.8,525165.8,-41.0
2021-09-03,3785.82,4027.88,3705.05,3938.11,655903.76,655903.76,152.28999999999996
2021-09-04,3938.11,3970.0,3832.5,3885.52,364478.12,364478.12,-52.590000000000146
2021-09-05,3885.61,3980.0,3830.0,3950.29,365759.86,365759.86,64.67999999999984
2021-09-06,3950.28,3970.0,3864.3,3926.77,397768.58,397768.58,-23.51000000000022
2021-09-07,3926.67,3947.15,3005.0,3434.57,1203536.0,1203536.0,-492.0999999999999
2021-09-08,3434.84,3560.0,3215.16,3499.0,780611.77,780611.77,64.15999999999985
2021-09-09,3499.01,3567.06,3390.4,3424.93,628553.88,628553.88,-74.08000000000038
2021-09-10,3424.94,3514.11,3150.0,3208.86,633026.27,633026.27,-216.07999999999993
2021-09-11,3208.85,3348.37,3200.0,3267.21,413524.18,413524.18,58.36000000000013
2021-09-12,3267.1,3474.16,3231.1,3404.21,408858.96,408858.96,137.11000000000013
2021-09-13,3404.3,3430.3,3108.49,3285.35,647855.72,647855.72,-118.95000000000027
2021-09-14,3285.09,3437.05,3269.95,3434.37,373634.9,373634.9,149.27999999999975
2021-09-15,3434.37,3616.16,3357.78,3613.55,428507.53,428507.53,179.1800000000003
2021-09-16,3613.55,3676.28,3481.14,3567.98,467985.49,467985.49,-45.570000000000164
2021-09-17,3567.97,3594.17,3350.07,3399.81,398888.37,398888.37,-168.15999999999985
2021-09-18,3399.89,3541.96,3368.88,3435.64,315162.76,315162.76,35.75
2021-09-19,3435.64,3456.53,3277.74,3328.62,312948.0,312948.0,-107.01999999999998
2021-09-20,3328.57,3347.82,2913.39,2977.28,917939.58,917939.58,-351.28999999999996
2021-09-21,2977.32,3105.83,2652.0,2765.9,971519.89,971519.89,-211.42000000000007
2021-09-22,2766.72,3088.88,2737.54,3076.92,677457.65,677457.65,310.2000000000003
2021-09-23,3076.92,3174.5,3033.85,3152.5,459293.89,459293.89,75.57999999999993
2021-09-24,3152.41,3158.52,2733.0,2928.53,932090.89,932090.89,-223.87999999999965
2021-09-25,2928.22,2967.52,2801.57,2921.73,491974.02,491974.02,-6.489999999999782
2021-09-26,2921.84,3115.51,2738.17,3059.37,703594.48,703594.48,137.52999999999975
2021-09-27,3059.36,3164.94,2922.71,2925.59,510130.73,510130.73,-133.76999999999998
