,Opening Price (USD),Highest Price (USD),Lowest Price (USD),Closing Price (USD),5. volume,6. market cap (USD),Difference between opening and closing
2021-09-28,2924.76,2970.82,2789.0,2804.91,511325.46,511325.46,-119.85000000000036
2021-09-29,2805.15,2950.0,2782.0,2850.45,411305.09,411305.09,45.29999999999973
2021-09-30,2850.45,3048.42,2837.19,3000.61,506896.76,506896.76,150.1600000000003
2021-10-01,3000.62,3330.0,2969.07,3309.91,648714.62,648714.62,309.28999999999996
2021-10-02,3309.91,3469.0,3257.0,3387.76,422551.18,422551.18,77.85000000000036
2021-10-03,3387.77,3488.0,3342.51,3417.73,360586.89,360586.89,29.960000000000036
2021-10-04,3417.73,3437.19,3270.0,3386.31,485204.64,485204.64,-31.420000000000073
2021-10-05,3386.31,3545.0,3363.78,3515.27,393900.88,393900.88,128.96000000000004
2021-10-06,3515.48,3632.11,3342.0,3574.89,618265.54,618265.54,59.409999999999854
2021-10-07,3574.88,3653.98,3470.8,3587.47,486102.36,486102.36,12.58999999999969
2021-10-08,3587.47,3695.0,3532.0,3563.13,403597.14,403597.14,-24.33999999999969
2021-10-09,3563.13,3635.0,3538.07,3574.82,361906.75,361906.75,11.690000000000055
2021-10-10,3574.83,3604.0,3405.0,3414.22,580223.63,580223.63,-160.61000000000013
2021-10-11,3414.22,3623.8,3371.0,3542.12,493521.88,493521.88,127.90000000000009
2021-10-12,3542.12,3547.11,3403.21,3491.46,409377.19,409377.19,-50.659999999999854
2021-10-13,3491.43,3613.0,3412.7,3607.42,393463.12,393463.12,115.99000000000024
2021-10-14,3607.41,3824.0,3586.04,3790.82,481894.15,481894.15,183.4100000000003
2021-10-15,3790.82,3907.77,3734.1,3868.99,504321.73,504321.73,78.16999999999962
2021-10-16,3868.38,3971.0,3803.56,3829.96,373727.85,373727.85,-38.42000000000007
2021-10-17,3829.96,3919.19,3640.0,3846.85,368898.98,368898.98,16.889999999999873
2021-10-18,3847.0,3893.14,3676.0,3744.96,401819.97,401819.97,-102.03999999999996
2021-10-19,3744.96,3886.89,3732.0,3877.03,341268.37,341268.37,132.07000000000016
2021-10-20,3876.98,4169.0,3828.05,4161.15,537383.1,537383.1,284.1699999999996
2021-10-21,4161.37,4375.0,4013.13,4052.99,798566.56,798566.56,-108.38000000000011
2021-10-22,4053.0,4167.41,3888.0,3972.2,463222.54,463222.54,-80.80000000000018
2021-10-23,3972.19,4172.0,3937.51,4167.12,326576.96,326576.96,194.92999999999984
2021-10-24,4167.13,4186.57,3961.5,4082.33,350115.84,350115.84,-84.80000000000018
2021-10-25,4082.33,4236.0,4067.71,4220.37,347438.65,347438.65,138.03999999999996
2021-10-26,4220.36,4297.0,4090.21,4131.52,414498.16,414498.16,-88.83999999999924
2021-10-27,4131.52,4307.0,3909.0,3922.0,704604.25,704604.25,-209.52000000000044
2021-10-28,3921.99,4295.0,3890.17,4286.02,626378.51,626378.51,364.03000000000065
2021-10-29,4286.01,4460.47,4265.97,4418.89,559231.08,559231.08,132.8800000000001
2021-10-30,4418.89,4434.06,4232.2,4322.68,340223.07,340223.07,-96.21000000000004
2021-10-31,4322.68,4399.14,4164.35,4287.21,412856.29,412856.29,-35.470000000000255
2021-11-01,4287.48,4386.58,4146.3,4319.43,417620.71,417620.71,31.950000000000728
2021-11-02,4319.43,4599.6,4284.43,4589.89,468184.79,468184.79,270.46000000000004
2021-11-03,4589.68,4665.87,4455.0,4603.35,448658.35,448658.35,13.670000000000073
2021-11-04,4603.35,4606.65,4420.08,4532.32,368218.26,368218.26,-71.03000000000065
2021-11-05,4532.31,4570.05,4438.8,4474.24,305651.72,305651.72,-58.07000000000062
2021-11-06,4474.24,4530.0,4326.17,4518.0,322154.1,322154.1,43.76000000000022
2021-11-07,4518.0,4637.98,4502.37,4612.59,243596.6,243596.6,94.59000000000015
2021-11-08,4612.59,4822.97,4612.0,4807.98,391102.32,391102.32,195.38999999999942
2021-11-09,4807.98,4838.28,4713.89,4732.33,311267.58,311267.58,-75.64999999999964
2021-11-10,4732.33,4868.0,4461.93,4628.78,553596.99,553596.99,-103.55000000000018
2021-11-11,4628.68,4779.0,4576.47,4719.0,303688.98,303688.98,90.31999999999971
2021-11-12,4719.0,4809.71,4507.85,4665.46,461580.04,461580.04,-53.539999999999964
2021-11-13,4665.47,4707.6,4584.08,4644.28,220720.66,220720.66,-21.19000000000051
2021-11-14,4644.27,4696.05,4514.12,4626.5,245309.07,245309.07,-17.770000000000437
2021-11-15,4626.5,4772.01,4540.0,4563.78,375421.66,375421.66,-62.720000000000255
2021-11-16,4563.77,4563.77,4103.0,4209.76,735857.06,735857.06,-354.0100000000002
2021-11-17,4209.59,4299.91,4063.48,4287.8,472852.18,472852.18,78.21000000000004
2021-11-18,4288.07,4344.81,3956.44,3996.9,576945.18,576945.18,-291.1699999999996
2021-11-19,3996.9,4308.97,3973.01,4294.76,420045.09,420045.09,297.8600000000001
2021-11-20,4294.75,4435.88,4199.86,4412.17,365584.58,365584.58,117.42000000000007
2021-11-21,4412.17,4451.0,4242.41,4258.31,340206.32,340206.32,-153.85999999999967
2021-11-22,4259.7,4320.0,4022.74,4085.97,518501.33,518501.33,-173.73000000000002
2021-11-23,4086.28,4385.59,4059.62,4339.44,502811.79,502811.79,253.1599999999994
2021-11-24,4339.45,4373.94,4167.65,4269.36,448727.03,448727.03,-70.09000000000015
2021-11-25,4270.1,4550.0,4248.27,4524.85,445868.24,445868.24,254.75
2021-11-26,4524.48,4551.0,3913.0,4041.2,720245.16,720245.16,-483.27999999999975
2021-11-27,4041.2,4183.66,4028.34,4095.29,275326.52,275326.52,54.090000000000146
2021-11-28,4095.29,4298.51,3964.0,4294.78,346471.36,346471.36,199.48999999999978
2021-11-29,4294.77,4458.92,4276.89,4444.53,406881.23,406881.23,149.7599999999993
2021-11-30,4444.54,4753.0,4346.36,4630.26,743024.47,743024.47,185.72000000000025
2021-12-01,4630.25,4778.75,4523.99,4582.95,508198.31,508198.31,-47.30000000000018
2021-12-02,4582.95,4634.83,4433.0,4511.21,451861.95,451861.95,-71.73999999999978
2021-12-03,4511.35,4654.88,4032.5,4215.73,677974.87,677974.87,-295.6200000000008
2021-12-04,4215.01,4238.59,3503.68,4117.25,1111773.15,1111773.15,-97.76000000000022
2021-12-05,4117.25,4248.19,4031.39,4196.44,536325.44,536325.44,79.1899999999996
2021-12-06,4196.44,4376.15,3921.0,4347.59,726742.96,726742.96,151.15000000000055
2021-12-07,4347.57,4425.0,4255.92,4306.4,420749.75,420749.75,-41.17000000000007
2021-12-08,4306.4,4450.49,4222.95,4436.91,429403.94,429403.94,130.51000000000022
2021-12-09,4436.91,4488.0,4076.16,4105.64,462173.71,462173.71,-331.2699999999995
2021-12-10,4105.64,4231.08,3887.37,3897.94,563236.57,563236.57,-207.70000000000027
2021-12-11,3898.31,4097.08,3828.22,4089.37,427853.43,427853.43,191.05999999999995
2021-12-12,4089.68,4173.63,3986.25,4130.0,260535.52,260535.52,40.320000000000164
2021-12-13,4130.0,4142.75,3671.45,3781.93,533467.23,533467.23,-348.07000000000016
2021-12-14,3781.92,3882.74,3685.0,3858.99,395145.75,395145.75,77.06999999999971
2021-12-15,3858.99,4092.22,3643.73,4019.08,542068.06,542068.06,160.09000000000015
2021-12-16,4019.54,4113.43,3942.11,3958.11,368780.03,368780.03,-61.429999999999836
2021-12-17,3959.11,3994.1,3700.0,3875.42,463370.92,463370.92,-83.69000000000005
2021-12-18,3875.43,3996.93,3767.01,3959.93,339593.25,339593.25,84.5
2021-12-19,3959.93,4032.43,3884.0,3924.14,306006.32,306006.32,-35.789999999999964
2021-12-20,3924.14,3983.37,3753.0,3944.73,366916.48,366916.48,20.590000000000146
2021-12-21,3944.72,4063.0,3913.21,4014.15,340826.36,340826.36,69.43000000000029
2021-12-22,4014.41,4074.87,3933.4,3979.51,303191.81,303191.81,-34.899999999999636
2021-12-23,3979.51,4150.0,3893.23,4111.41,380207.82,380207.82,131.89999999999964
2021-12-24,4111.41,4134.84,4017.17,4046.36,230833.17,230833.17,-65.04999999999973
2021-12-25,4046.35,4137.91,4018.62,4094.83,208126.88,208126.88,48.48000000000002
2021-12-26,4094.36,4105.0,4000.0,4063.56,189309.26,189309.26,-30.800000000000182
2021-12-27,4063.57,4127.46,4031.0,4037.23,222225.38,222225.38,-26.340000000000146
2021-12-28,4037.22,4037.23,3759.36,3792.75,358064.72,358064.72,-244.4699999999998
2021-12-29,3792.75,3827.78,3604.2,3630.19,302753.64,302753.64,-162.55999999999995
2021-12-30,3630.18,3769.1,3585.0,3709.27,249263.73,249263.73,79.09000000000015
2021-12-31,3709.27,3815.0,3622.29,3676.23,268014.29,268014.29,-33.039999999999964
2022-01-01,3676.22,3776.45,3673.46,3765.54,154143.9,154143.9,89.32000000000016
2022-01-02,3765.54,3857.44,3717.3,3828.27,154791.43,154791.43,62.73000000000002
2022-01-03,3828.11,3853.09,3680.0,3765.89,236245.86,236245.86,-62.220000000000255
2022-01-04,3765.89,3900.73,3713.11,3785.11,288258.55,288258.55,19.220000000000255
2022-01-05,3785.1,3848.0,3415.0,3540.63,397942.04,397942.04,-244.4699999999998
2022-01-06,3539.82,3550.43,3300.0,3406.81,496745.74,496745.74,-133.01000000000022
2022-01-07,3406.81,3416.76,3064.42,3199.24,669631.73,669631.73,-207.57000000000016
2022-01-08,3198.68,3250.0,3000.0,3080.95,400692.11,400692.11,-117.73000000000002
2022-01-09,3080.98,3211.72,3057.35,3151.97,275874.16,275874.16,70.98999999999978
2022-01-10,3151.97,3185.0,2928.83,3082.68,529818.39,529818.39,-69.28999999999996
2022-01-11,3082.87,3263.54,3051.8,3239.72,362446.71,362446.71,156.8499999999999
2022-01-12,3239.73,3411.43,3206.2,3371.26,370465.8,370465.8,131.5300000000002
2022-01-13,3371.6,3410.0,3233.43,3240.61,336234.88,336234.88,-130.98999999999978
2022-01-14,3240.61,3342.79,3188.0,3307.42,285326.35,285326.35,66.80999999999995
2022-01-15,3307.42,3371.64,3261.0,3326.04,203100.38,203100.38,18.61999999999989
2022-01-16,3326.51,3393.6,3269.62,3346.88,210782.23,210782.23,20.36999999999989
2022-01-17,3346.89,3357.57,3141.1,3209.67,284063.65,284063.65,-137.2199999999998
2022-01-18,3209.68,3243.87,3082.0,3159.85,299134.27,299134.27,-49.82999999999993
2022-01-19,3159.85,3174.87,3000.0,3084.02,332996.57,332996.57,-75.82999999999993
2022-01-20,3084.02,3273.37,2987.15,3001.48,357596.71,357596.71,-82.53999999999996
2022-01-21,3001.48,3034.12,2403.0,2568.15,1022021.7,1022021.7,-433.3299999999999
2022-01-22,2567.47,2626.0,2300.0,2412.18,1081357.55,1081357.55,-155.28999999999996
2022-01-23,2412.18,2556.78,2370.8,2539.01,580497.76,580497.76,126.83000000000038
2022-01-24,2539.0,2539.75,2159.0,2439.29,1123134.7,1123134.7,-99.71000000000004
2022-01-25,2439.56,2506.55,2348.96,2458.83,510152.95,510152.95,19.269999999999982
2022-01-26,2459.04,2722.0,2402.03,2462.99,806441.62,806441.62,3.949999999999818
2022-01-27,2463.0,2521.0,2316.43,2424.25,599481.72,599481.72,-38.75
2022-01-28,2424.02,2558.98,2357.88,2544.99,485149.81,485149.81,120.9699999999998
2022-01-29,2544.99,2636.66,2520.01,2601.43,376666.82,376666.82,56.440000000000055
2022-01-30,2601.43,2640.0,2542.5,2601.68,290770.09,290770.09,0.25
2022-01-31,2601.67,2706.77,2476.07,2686.94,444584.85,444584.85,85.26999999999998
2022-02-01,2686.94,2813.0,2673.52,2787.23,390034.27,390034.27,100.28999999999996
2022-02-02,2787.48,2810.88,2612.72,2680.67,447852.12,447852.12,-106.80999999999995
2022-02-03,2680.25,2726.64,2576.05,2695.46,405043.39,405043.39,15.210000000000036
2022-02-04,2695.21,2995.0,2671.4,2994.99,664002.93,664002.93,299.77999999999975
2022-02-05,2994.99,3060.47,2958.01,3012.65,356803.31,356803.31,17.66000000000031
2022-02-06,3012.64,3074.56,2950.21,3054.99,249394.6,249394.6,42.34999999999991
2022-02-07,3055.0,3186.0,2991.8,3139.77,455070.25,455070.25,84.76999999999998
2022-02-08,3139.77,3232.87,3025.21,3116.69,514773.58,514773.58,-23.079999999999927
2022-02-09,3116.69,3269.7,3055.0,3243.94,370267.89,370267.89,127.25
2022-02-10,3243.6,3283.66,3056.74,3072.49,578212.84,578212.84,-171.11000000000013
2022-02-11,3072.36,3138.62,2879.0,2927.54,462025.88,462025.88,-144.82000000000016
2022-02-12,2927.54,2985.98,2858.3,2918.88,336250.31,336250.31,-8.659999999999854
2022-02-13,2918.58,2954.4,2836.7,2871.13,242751.35,242751.35,-47.44999999999982
2022-02-14,2871.14,2964.97,2829.01,2929.75,381778.24,381778.24,58.61000000000013
2022-02-15,2929.75,3196.19,2912.06,3183.52,448971.75,448971.75,253.76999999999998
2022-02-16,3183.53,3186.77,3044.03,3122.3,319997.62,319997.62,-61.23000000000002
2022-02-17,3122.31,3160.0,2851.55,2891.87,488693.26,488693.26,-230.44000000000005
2022-02-18,2891.88,2943.97,2750.0,2779.48,502977.41,502977.41,-112.40000000000009
2022-02-19,2779.3,2830.96,2694.45,2763.63,293838.0,293838.0,-15.670000000000073
2022-02-20,2763.63,2764.64,2576.0,2621.99,386384.9,386384.9,-141.64000000000033
2022-02-21,2621.99,2759.51,2558.0,2568.02,761838.99,761838.99,-53.9699999999998
2022-02-22,2568.03,2665.74,2500.0,2636.29,692639.49,692639.49,68.25999999999976
2022-02-23,2636.28,2753.55,2575.83,2579.71,504470.14,504470.14,-56.570000000000164
2022-02-24,2579.7,2740.0,2300.0,2596.2,1395732.78,1395732.78,16.5
2022-02-25,2596.26,2834.97,2571.72,2768.49,679394.18,679394.18,172.22999999999956
2022-02-26,2768.05,2878.0,2727.5,2779.47,418485.25,418485.25,11.419999999999618
2022-02-27,2779.47,2836.33,2557.98,2616.79,650198.78,650198.78,-162.67999999999984
2022-02-28,2616.79,2951.6,2568.62,2920.95,733794.45,733794.45,304.15999999999985
2022-03-01,2920.83,3037.94,2854.09,2976.33,673901.7,673901.7,55.5
2022-03-02,2976.33,3043.91,2914.21,2947.3,614623.75,614623.75,-29.029999999999745
2022-03-03,2947.31,2970.97,2785.0,2833.99,446192.24,446192.24,-113.32000000000016
2022-03-04,2834.0,2836.17,2573.0,2622.1,556178.76,556178.76,-211.9000000000001
2022-03-05,2622.11,2685.12,2589.38,2665.15,268730.3,268730.3,43.039999999999964
2022-03-06,2665.16,2676.29,2535.0,2551.29,336487.91,336487.91,-113.86999999999989
2022-03-07,2551.3,2649.0,2445.0,2491.12,620171.68,620171.68,-60.18000000000029
2022-03-08,2491.12,2624.0,2480.15,2575.97,561659.74,561659.74,84.84999999999991
2022-03-09,2575.98,2775.85,2567.7,2726.98,562771.74,562771.74,151.0
2022-03-10,2726.98,2733.25,2550.27,2606.7,559029.94,559029.94,-120.2800000000002
2022-03-11,2606.69,2676.78,2522.57,2556.86,494583.66,494583.66,-49.82999999999993
2022-03-12,2556.86,2616.79,2553.39,2568.8,219236.57,219236.57,11.940000000000055
2022-03-13,2568.8,2603.32,2493.0,2515.65,316942.16,316942.16,-53.15000000000009
2022-03-14,2515.66,2609.6,2498.67,2589.41,386630.19,386630.19,73.75
2022-03-15,2589.42,2669.0,2507.0,2617.73,461202.3,461202.3,28.309999999999945
2022-03-16,2617.74,2788.0,2603.38,2773.81,666224.72,666224.72,156.07000000000016
2022-03-17,2773.8,2836.0,2746.42,2811.92,379312.54,379312.54,38.11999999999989
2022-03-18,2811.91,2984.0,2765.59,2938.92,556535.8,556535.8,127.01000000000022
2022-03-19,2938.84,2987.7,2890.86,2950.84,325971.54,325971.54,12.0
2022-03-20,2950.85,2964.17,2817.21,2861.38,377608.82,377608.82,-89.4699999999998
2022-03-21,2861.39,2960.57,2829.81,2890.03,450223.91,450223.91,28.640000000000327
2022-03-22,2890.03,3052.85,2886.43,2969.64,564868.98,564868.98,79.60999999999967
2022-03-23,2969.64,3045.2,2920.65,3036.0,453962.73,453962.73,66.36000000000013
2022-03-24,3035.99,3129.11,2999.11,3110.76,577171.52,577171.52,74.77000000000044
2022-03-25,3110.75,3193.28,3076.0,3102.14,489099.56,489099.56,-8.610000000000127
2022-03-26,3102.13,3153.2,3084.9,3145.0,207134.85,207134.85,42.86999999999989
2022-03-27,3145.01,3299.37,3126.02,3295.65,335467.41,335467.41,150.63999999999987
2022-03-28,3295.65,3431.15,3275.01,3332.92,527237.11,527237.11,37.26999999999998
2022-03-29,3332.91,3481.87,3329.68,3400.51,465899.82,465899.82,67.60000000000036
2022-03-30,3400.51,3446.9,3331.84,3385.79,356082.52,356082.52,-14.720000000000255
2022-03-31,3385.8,3444.83,3261.35,3281.51,455091.24,455091.24,-104.28999999999996
2022-04-01,3281.51,3481.29,3210.68,3455.21,532169.24,532169.24,173.69999999999982
2022-04-02,3455.2,3532.2,3433.14,3443.77,499893.29,499893.29,-11.429999999999836
2022-04-03,3443.77,3580.34,3412.11,3521.91,381581.77,381581.77,78.13999999999987
2022-04-04,3521.9,3547.0,3405.97,3519.5,449984.16,449984.16,-2.400000000000091
2022-04-05,3519.5,3555.0,3400.0,3406.99,397782.74,397782.74,-112.51000000000022
2022-04-06,3407.0,3407.5,3162.39,3168.51,736273.1,736273.1,-238.48999999999978
2022-04-07,3168.52,3268.98,3143.15,3227.19,458179.33,458179.33,58.67000000000007
2022-04-08,3227.2,3314.02,3173.52,3192.39,502422.5,502422.5,-34.809999999999945
2022-04-09,3192.39,3268.4,3181.28,3258.57,212444.26,212444.26,66.18000000000029
2022-04-10,3258.57,3307.22,3193.0,3203.04,232303.23,232303.23,-55.5300000000002
2022-04-11,3203.04,3213.63,2950.0,2979.74,693394.29,693394.29,-223.30000000000018
2022-04-12,2979.75,3085.0,2950.0,3027.66,579522.95,579522.95,47.909999999999854
2022-04-13,3027.65,3128.97,2996.86,3118.28,419101.49,419101.49,90.63000000000011
2022-04-14,3118.28,3145.0,2976.3,3021.98,408382.56,408382.56,-96.30000000000018
2022-04-15,3021.98,3060.92,2993.13,3040.56,249626.3,249626.3,18.579999999999927
2022-04-16,3040.57,3086.1,3010.03,3059.3,176352.42,176352.42,18.730000000000018
2022-04-17,3059.3,3083.0,2981.7,2988.06,243772.07,243772.07,-71.24000000000024
2022-04-18,2988.07,3069.6,2883.22,3055.56,510251.65,510251.65,67.48999999999978
2022-04-19,3055.56,3131.0,3030.34,3101.77,359375.0,359375.0,46.210000000000036
2022-04-20,3101.74,3166.5,3036.45,3076.04,415000.07,415000.07,-25.699999999999818
2022-04-21,3076.03,3180.0,2942.31,2983.58,562699.7,562699.7,-92.45000000000027
2022-04-22,2983.57,3034.32,2930.35,2962.39,452433.08,452433.08,-21.18000000000029
2022-04-23,2962.39,2978.03,2913.89,2933.03,187576.73,187576.73,-29.359999999999673
2022-04-24,2933.04,2967.06,2912.09,2921.0,218957.02,218957.02,-12.039999999999964
2022-04-25,2920.99,3025.65,2797.01,3006.62,619198.36,619198.36,85.63000000000011
2022-04-26,3006.63,3039.54,2767.0,2809.67,531184.35,531184.35,-196.96000000000004
2022-04-27,2809.68,2919.87,2794.46,2888.96,488951.24,488951.24,79.2800000000002
2022-04-28,2888.95,2980.0,2853.83,2936.93,537393.0,537393.0,47.98000000000002
2022-04-29,2936.92,2946.46,2776.63,2817.13,525978.15,525978.15,-119.78999999999996
2022-04-30,2817.13,2841.63,2709.26,2726.66,367757.25,367757.25,-90.47000000000025
2022-05-01,2726.67,2849.9,2716.13,2824.81,442544.88,442544.88,98.13999999999987
2022-05-02,2824.81,2894.22,2778.78,2856.54,521706.86,521706.86,31.730000000000018
2022-05-03,2856.54,2861.47,2755.19,2781.7,371331.18,371331.18,-74.84000000000015
2022-05-04,2781.7,2965.85,2771.74,2940.64,548738.07,548738.07,158.94000000000005
2022-05-05,2940.65,2954.65,2683.0,2747.97,734845.32,734845.32,-192.6800000000003
2022-05-06,2747.96,2758.18,2632.95,2692.85,711449.32,711449.32,-55.11000000000013
2022-05-07,2692.86,2704.36,2584.75,2635.34,371271.45,371271.45,-57.51999999999998
2022-05-08,2635.35,2642.0,2484.0,2519.71,757615.34,757615.34,-115.63999999999987
2022-05-09,2519.71,2530.78,2225.0,2228.55,1574924.98,1574924.98,-291.15999999999985
2022-05-10,2229.0,2457.34,2200.0,2342.05,1550626.14,1550626.14,113.05000000000018
2022-05-11,2342.04,2451.37,2005.0,2084.99,2022864.84,2022864.84,-257.0500000000002
2022-05-12,2084.99,2195.0,1800.0,1960.22,2305192.91,2305192.91,-124.76999999999975
2022-05-13,1960.22,2147.54,1940.23,2009.69,1134042.34,1134042.34,49.47000000000003
2022-05-14,2009.69,2070.06,1951.21,2056.48,563788.31,563788.31,46.789999999999964
2022-05-15,2056.47,2167.0,2000.68,2145.29,514398.26,514398.26,88.82000000000016
2022-05-16,2145.29,2145.29,1979.12,2023.66,822070.85,822070.85,-121.62999999999988
2022-05-17,2023.66,2122.42,2008.0,2090.72,568249.04,568249.04,67.05999999999972
2022-05-18,2090.72,2110.72,1908.0,1915.11,631577.23,631577.23,-175.6099999999999
2022-05-19,1915.11,2040.39,1903.18,2019.55,741476.98,741476.98,104.44000000000005
2022-05-20,2019.55,2064.0,1923.0,1959.08,576981.54,576981.54,-60.47000000000003
2022-05-21,1959.08,1990.86,1937.36,1975.07,238869.76,238869.76,15.990000000000009
2022-05-22,1975.06,2056.41,1966.33,2043.19,355735.19,355735.19,68.13000000000011
2022-05-23,2043.19,2088.5,1957.12,1973.32,636085.02,636085.02,-69.87000000000012
2022-05-24,1973.33,1993.83,1913.02,1979.41,534096.97,534096.97,6.080000000000155
2022-05-25,1979.4,2022.34,1934.61,1942.63,524786.31,524786.31,-36.76999999999998
2022-05-26,1942.64,1966.01,1735.0,1792.23,1168740.58,1168740.58,-150.41000000000008
2022-05-27,1792.24,1822.26,1703.0,1727.27,1296693.29,1296693.29,-64.97000000000003
2022-05-28,1727.26,1808.98,1722.26,1792.22,558271.18,558271.18,64.96000000000004
2022-05-29,1792.21,1827.4,1759.96,1813.64,432430.61,432430.61,21.430000000000064
2022-05-30,1813.64,2013.0,1803.18,1998.78,814922.84,814922.84,185.13999999999987
2022-05-31,1998.78,2016.45,1925.0,1941.9,751103.42,751103.42,-56.87999999999988
2022-06-01,1941.9,1972.58,1763.75,1817.95,1037841.27,1037841.27,-123.95000000000005
2022-06-02,1817.96,1853.05,1782.42,1834.08,788784.4,788784.4,16.11999999999989
2022-06-03,1834.09,1843.91,1737.0,1775.12,741282.53,741282.53,-58.97000000000003
2022-06-04,1775.13,1816.0,1748.43,1804.58,388279.46,388279.46,29.449999999999818
2022-06-05,1804.58,1830.17,1773.05,1806.23,371974.51,371974.51,1.650000000000091
2022-06-06,1806.22,1920.0,1804.35,1859.84,804250.36,804250.36,53.61999999999989
2022-06-07,1859.84,1874.98,1725.13,1813.33,1397598.23,1397598.23,-46.50999999999999
2022-06-08,1813.33,1838.77,1765.28,1791.88,941510.14,941510.14,-21.449999999999818
2022-06-09,1791.88,1833.0,1777.33,1788.81,535310.96,535310.96,-3.0700000000001637
2022-06-10,1788.8,1804.32,1655.93,1662.91,955035.79,955035.79,-125.88999999999987
2022-06-11,1662.91,1682.21,1496.74,1532.89,1220325.25,1220325.25,-130.01999999999998
2022-06-12,1532.89,1547.0,1423.0,1434.84,1563225.37,1563225.37,-98.05000000000018
2022-06-13,1434.84,1455.0,1165.45,1209.82,3626351.67,3626351.67,-225.01999999999998
2022-06-14,1209.35,1268.45,1075.8,1208.9,2716493.8,2716493.8,-0.4499999999998181
2022-06-15,1208.9,1250.0,1014.4,1237.52,3114823.14,3114823.14,28.61999999999989
2022-06-16,1237.53,1257.85,1051.55,1068.5,1447386.83,1447386.83,-169.02999999999997
2022-06-17,1068.5,1118.0,1051.11,1086.94,1220677.95,1220677.95,18.440000000000055
2022-06-18,1086.93,1097.58,881.56,995.13,2308983.52,2308983.52,-91.80000000000007
2022-06-19,995.12,1158.62,936.15,1128.53,2018599.45,2018599.45,133.40999999999997
2022-06-20,1128.53,1170.0,1053.0,1128.24,1721772.91,1721772.91,-0.2899999999999636
2022-06-21,1128.24,1194.0,1109.23,1125.85,1306095.38,1306095.38,-2.3900000000001
2022-06-22,1125.86,1127.33,1043.65,1050.19,1306959.86,1306959.86,-75.66999999999985
2022-06-23,1050.19,1155.0,1045.3,1144.72,1278257.09,1278257.09,94.52999999999997
2022-06-24,1144.71,1245.43,1132.0,1225.02,1337137.48,1337137.48,80.30999999999995
2022-06-25,1225.02,1256.77,1180.0,1242.36,861986.62,861986.62,17.339999999999918
2022-06-26,1242.31,1280.0,1194.6,1197.79,884184.27,884184.27,-44.51999999999998
2022-06-27,1197.79,1238.93,1172.49,1192.51,868734.21,868734.21,-5.279999999999973
2022-06-28,1192.51,1237.99,1136.32,1144.05,1104065.22,1104065.22,-48.460000000000036
2022-06-29,1144.05,1156.8,1087.42,1100.21,1295517.8,1295517.8,-43.83999999999992
2022-06-30,1100.21,1106.62,998.0,1071.01,1420670.37,1420670.37,-29.200000000000045
2022-07-01,1071.02,1117.0,1033.44,1059.73,1562255.14,1562255.14,-11.289999999999964
2022-07-02,1059.73,1078.88,1028.29,1067.01,714812.08,714812.08,7.279999999999973
2022-07-03,1067.01,1088.34,1040.78,1074.26,644746.33,644746.33,7.25
2022-07-04,1074.26,1160.9,1045.37,1151.0,1150108.99,1150108.99,76.74000000000001
2022-07-05,1151.01,1174.9,1076.34,1132.5,1398961.45,1398961.45,-18.50999999999999
2022-07-06,1132.51,1205.0,1111.44,1186.57,1211768.08,1211768.08,54.059999999999945
2022-07-07,1186.57,1254.29,1163.18,1237.49,1001316.08,1001316.08,50.92000000000007
2022-07-08,1237.49,1276.46,1193.15,1214.04,1189518.36,1189518.36,-23.450000000000045
2022-07-09,1214.03,1235.4,1204.67,1217.02,576337.18,576337.18,2.990000000000009
2022-07-10,1217.02,1219.95,1153.0,1168.36,1018038.65,1018038.65,-48.66000000000008
2022-07-11,1168.37,1171.29,1091.71,1096.4,1201652.3,1201652.3,-71.9699999999998
2022-07-12,1096.37,1098.26,1033.46,1038.58,1261349.63,1261349.63,-57.789999999999964
2022-07-13,1038.58,1119.18,1006.32,1115.0,2035605.83,2035605.83,76.42000000000007
2022-07-14,1115.01,1214.65,1072.11,1193.42,1605101.93,1605101.93,78.41000000000008
2022-07-15,1193.42,1287.82,1181.05,1231.25,1466037.26,1466037.26,37.82999999999993
2022-07-16,1231.25,1422.91,1191.23,1355.85,1493809.92,1493809.92,124.59999999999991
2022-07-17,1355.84,1387.0,1319.04,1338.65,1246202.88,1246202.88,-17.189999999999827
2022-07-18,1338.65,1597.47,1336.07,1581.04,2029918.77,2029918.77,242.38999999999987
2022-07-19,1581.03,1631.0,1493.11,1542.32,1846048.68,1846048.68,-38.710000000000036
2022-07-20,1542.33,1620.4,1484.23,1521.58,1351177.42,1351177.42,-20.75
2022-07-21,1521.63,1605.98,1463.56,1575.45,1247327.5,1247327.5,53.819999999999936
2022-07-22,1575.45,1650.05,1516.11,1535.27,1170723.09,1170723.09,-40.180000000000064
2022-07-23,1535.27,1596.51,1488.0,1548.67,851284.73,851284.73,13.400000000000091
2022-07-24,1548.66,1664.34,1545.67,1597.7,1009935.9,1009935.9,49.039999999999964
2022-07-25,1597.7,1609.55,1435.58,1440.79,1418390.98,1418390.98,-156.91000000000008
2022-07-26,1440.79,1454.11,1356.17,1449.12,1199643.74,1199643.74,8.329999999999927
2022-07-27,1449.12,1644.44,1420.83,1635.74,1513426.04,1513426.04,186.62000000000012
2022-07-28,1635.74,1784.79,1593.27,1724.52,1578145.08,1578145.08,88.77999999999997
