,Opening Price (USD),Highest Price (USD),Lowest Price (USD),Closing Price (USD),5. volume,6. market cap (USD),Difference between opening and closing
2022-02-06,11.25,11.73,11.01,11.67,1414908.03,1414908.03,0.41999999999999993
2022-02-07,11.67,12.6,11.38,12.37,3428495.34,3428495.34,0.6999999999999993
2022-02-08,12.37,13.0,11.5,11.94,3071005.14,3071005.14,-0.4299999999999997
2022-02-09,11.94,12.65,11.6,12.32,1725896.49,1725896.49,0.3800000000000008
2022-02-10,12.32,12.35,11.33,11.41,2443921.95,2443921.95,-0.9100000000000001
2022-02-11,11.41,11.66,10.38,10.64,1308177.72,1308177.72,-0.7699999999999996
2022-02-12,10.65,10.98,10.4,10.65,1005286.41,1005286.41,0.0
2022-02-13,10.64,10.86,10.25,10.33,758608.08,758608.08,-0.3100000000000005
2022-02-14,10.33,10.72,10.1,10.61,861079.98,861079.98,0.27999999999999936
2022-02-15,10.61,11.53,10.6,11.47,1419334.1,1419334.1,0.8600000000000012
2022-02-16,11.47,11.53,10.78,11.22,1491829.1,1491829.1,-0.25
2022-02-17,11.23,11.38,10.22,10.4,1492563.74,1492563.74,-0.8300000000000001
2022-02-18,10.41,10.7,10.04,10.16,1370733.24,1370733.24,-0.25
2022-02-19,10.16,10.42,9.75,10.03,1056382.64,1056382.64,-0.13000000000000078
2022-02-20,10.02,10.05,9.18,9.35,1500266.05,1500266.05,-0.6699999999999999
2022-02-21,9.35,9.76,8.5,8.53,2516924.77,2516924.77,-0.8200000000000003
2022-02-22,8.52,8.97,8.13,8.86,2363257.73,2363257.73,0.33999999999999986
2022-02-23,8.87,9.46,8.71,8.74,1870091.15,1870091.15,-0.129999999999999
2022-02-24,8.74,9.06,7.51,8.82,5800166.66,5800166.66,0.08000000000000007
2022-02-25,8.82,9.43,8.45,9.25,1958327.84,1958327.84,0.4299999999999997
2022-02-26,9.25,9.55,8.93,9.05,1434761.9,1434761.9,-0.1999999999999993
2022-02-27,9.06,10.15,8.64,9.77,5227479.72,5227479.72,0.7099999999999991
2022-02-28,9.78,10.55,9.36,10.53,4566984.09,4566984.09,0.75
2022-03-01,10.54,10.83,10.02,10.35,3684418.62,3684418.62,-0.1899999999999995
2022-03-02,10.36,10.59,9.95,10.04,2734874.01,2734874.01,-0.3200000000000003
2022-03-03,10.05,10.12,9.42,9.55,1792211.69,1792211.69,-0.5
2022-03-04,9.56,9.57,8.65,8.8,2100224.3,2100224.3,-0.7599999999999998
2022-03-05,8.8,9.14,8.66,9.01,1293852.52,1293852.52,0.20999999999999908
2022-03-06,9.02,9.08,8.44,8.48,1828590.34,1828590.34,-0.5399999999999991
2022-03-07,8.48,8.8,8.1,8.3,2469944.16,2469944.16,-0.17999999999999972
2022-03-08,8.31,8.87,8.24,8.81,2274200.81,2274200.81,0.5
2022-03-09,8.82,9.46,8.74,9.21,2637766.42,2637766.42,0.39000000000000057
2022-03-10,9.22,9.3,8.49,8.68,2081355.46,2081355.46,-0.5400000000000009
2022-03-11,8.68,9.05,8.36,8.51,2280471.78,2280471.78,-0.16999999999999993
2022-03-12,8.51,8.87,8.44,8.46,1336697.32,1336697.32,-0.049999999999998934
2022-03-13,8.47,8.76,8.12,8.19,1345879.23,1345879.23,-0.28000000000000114
2022-03-14,8.2,8.58,8.1,8.49,1888909.71,1888909.71,0.2900000000000009
2022-03-15,8.49,8.8,8.14,8.72,1550652.01,1550652.01,0.23000000000000043
2022-03-16,8.72,9.22,8.5,9.1,2613174.5,2613174.5,0.379999999999999
2022-03-17,9.1,9.41,9.02,9.22,1661105.99,1661105.99,0.120000000000001
2022-03-18,9.23,9.77,9.0,9.63,2004333.01,2004333.01,0.40000000000000036
2022-03-19,9.63,9.96,9.54,9.74,3247681.74,3247681.74,0.10999999999999943
2022-03-20,9.74,9.78,9.13,9.32,1844603.94,1844603.94,-0.41999999999999993
2022-03-21,9.33,9.61,9.17,9.34,2120500.49,2120500.49,0.009999999999999787
2022-03-22,9.35,10.17,9.27,9.75,2661212.89,2661212.89,0.40000000000000036
2022-03-23,9.75,10.26,9.65,10.0,2078395.51,2078395.51,0.25
2022-03-24,10.01,10.8,9.96,10.79,3091213.21,3091213.21,0.7799999999999994
2022-03-25,10.79,11.15,10.42,10.57,2828893.98,2828893.98,-0.21999999999999886
2022-03-26,10.58,10.75,10.36,10.63,1142328.95,1142328.95,0.05000000000000071
2022-03-27,10.63,11.44,10.46,11.41,2256090.51,2256090.51,0.7799999999999994
2022-03-28,11.41,11.58,10.76,10.9,3163768.27,3163768.27,-0.5099999999999998
2022-03-29,10.91,11.72,10.88,11.25,2920712.49,2920712.49,0.33999999999999986
2022-03-30,11.25,11.85,10.8,11.72,3246794.45,3246794.45,0.47000000000000064
2022-03-31,11.73,12.49,11.04,11.29,4407918.63,4407918.63,-0.4400000000000013
2022-04-01,11.3,12.09,10.87,11.58,3366731.25,3366731.25,0.27999999999999936
2022-04-02,11.58,12.02,11.42,11.65,3441860.07,3441860.07,0.07000000000000028
2022-04-03,11.65,12.04,11.46,11.87,2283837.64,2283837.64,0.21999999999999886
2022-04-04,11.87,12.17,11.04,11.54,2864850.62,2864850.62,-0.33000000000000007
2022-04-05,11.55,11.9,11.04,11.12,1594119.81,1594119.81,-0.4300000000000015
2022-04-06,11.12,11.12,9.91,9.96,2810776.72,2810776.72,-1.1599999999999984
2022-04-07,9.96,10.55,9.81,10.44,1456826.8,1456826.8,0.47999999999999865
2022-04-08,10.44,10.55,9.62,9.74,1472282.01,1472282.01,-0.6999999999999993
2022-04-09,9.74,10.09,9.72,10.05,857175.17,857175.17,0.3100000000000005
2022-04-10,10.05,10.32,9.83,9.88,928829.63,928829.63,-0.16999999999999993
2022-04-11,9.89,9.89,8.9,8.99,1608656.52,1608656.52,-0.9000000000000004
2022-04-12,8.99,9.49,8.94,9.32,1052819.76,1052819.76,0.33000000000000007
2022-04-13,9.32,9.74,9.26,9.65,1235317.71,1235317.71,0.33000000000000007
2022-04-14,9.66,9.75,9.32,9.48,927401.63,927401.63,-0.17999999999999972
2022-04-15,9.48,9.98,9.45,9.77,1105710.14,1105710.14,0.28999999999999915
2022-04-16,9.77,9.83,9.49,9.67,604301.21,604301.21,-0.09999999999999964
