,Opening Price (USD),Highest Price (USD),Lowest Price (USD),Closing Price (USD),5. volume,6. market cap (USD)
2021-11-24,216.20,217.70,205.90,212.20,586526.86,586526.86
2021-11-25,212.20,229.80,210.70,222.90,892094.61,892094.61
2021-11-26,223.00,224.90,190.00,195.70,1536691.46,1536691.46
2021-11-27,195.70,201.00,190.60,195.10,524367.98,524367.98
2021-11-28,195.00,199.90,182.00,199.50,723846.34,723846.34
2021-11-29,199.50,209.50,194.90,205.50,810923.69,810923.69
2021-11-30,205.50,219.90,197.40,207.80,1032919.46,1032919.46
2021-12-01,207.80,217.80,205.10,208.80,674057.31,674057.31
2021-12-02,208.70,210.10,199.90,203.50,562121.73,562121.73
2021-12-03,203.50,208.10,179.30,188.00,825086.40,825086.40
2021-12-04,188.00,189.30,129.30,162.70,2758066.77,2758066.77
2021-12-05,162.70,165.00,148.00,156.30,1075867.60,1075867.60
2021-12-06,156.30,164.50,141.30,161.30,1097434.11,1097434.11
2021-12-07,161.30,165.80,158.20,161.80,672241.01,672241.01
2021-12-08,161.80,170.30,155.80,165.10,890527.25,890527.25
2021-12-09,165.20,167.10,151.10,151.30,648228.98,648228.98
2021-12-10,151.40,159.80,147.50,148.30,704610.43,704610.43
2021-12-11,148.40,159.50,145.70,158.00,558649.68,558649.68
2021-12-12,158.00,162.90,153.20,159.00,382460.67,382460.67
2021-12-13,158.90,159.90,142.70,144.60,628722.16,628722.16
2021-12-14,144.60,151.90,142.90,150.40,511641.77,511641.77
2021-12-15,150.30,155.00,141.70,153.60,611833.28,611833.28
2021-12-16,153.50,156.70,148.50,148.90,434853.36,434853.36
2021-12-17,148.90,150.30,141.20,144.10,472455.02,472455.02
2021-12-18,144.10,150.30,142.80,148.60,300448.22,300448.22
2021-12-19,148.60,161.10,147.60,153.20,738406.68,738406.68
2021-12-20,153.20,157.40,145.20,152.60,550918.77,550918.77
2021-12-21,152.70,156.40,149.10,154.70,375493.21,375493.21
2021-12-22,154.80,160.20,152.90,155.40,414964.85,414964.85
2021-12-23,155.40,165.20,153.00,163.60,521673.02,521673.02
2021-12-24,163.60,166.80,160.10,161.20,411411.86,411411.86
2021-12-25,161.20,163.60,157.30,157.80,456068.09,456068.09
2021-12-26,157.80,158.40,152.60,155.70,887961.06,887961.06
2021-12-27,155.80,161.30,154.40,155.90,464363.98,464363.98
2021-12-28,155.90,156.00,144.50,145.70,679901.01,679901.01
2021-12-29,145.60,151.00,143.90,145.50,444947.63,444947.63
2021-12-30,145.50,150.00,142.70,148.00,318121.05,318121.05
2021-12-31,147.90,152.70,143.70,146.30,344892.41,344892.41
2022-01-01,146.20,151.00,146.10,150.80,225155.54,225155.54
2022-01-02,150.80,153.40,147.80,151.20,228350.09,228350.09
2022-01-03,151.10,151.20,146.00,148.50,291038.87,291038.87
2022-01-04,148.40,151.70,145.20,146.50,331705.66,331705.66
2022-01-05,146.50,150.00,129.80,135.40,601964.06,601964.06
2022-01-06,135.30,138.10,132.40,135.90,531427.36,531427.36
2022-01-07,135.90,136.50,125.90,131.40,733975.31,733975.31
2022-01-08,131.40,134.80,124.80,129.40,450291.35,450291.35
2022-01-09,129.40,132.60,127.70,130.90,321828.34,321828.34
2022-01-10,130.80,131.50,120.70,126.50,621002.31,621002.31
2022-01-11,126.60,133.50,125.70,131.60,396300.22,396300.22
2022-01-12,131.60,142.30,130.80,141.90,387745.57,387745.57
2022-01-13,142.00,142.40,134.60,136.70,462389.15,462389.15
2022-01-14,136.70,146.70,135.80,144.70,588107.75,588107.75
2022-01-15,144.70,150.70,144.00,147.70,461786.04,461786.04
2022-01-16,147.60,149.00,143.20,146.40,323952.66,323952.66
2022-01-17,146.40,153.90,144.10,151.20,809014.90,809014.90
2022-01-18,151.10,153.40,138.60,141.50,605404.36,605404.36
2022-01-19,141.40,143.00,133.20,136.20,437642.16,437642.16
2022-01-20,136.20,142.90,128.80,129.70,404805.36,404805.36
2022-01-21,129.60,131.10,109.80,114.50,1024703.15,1024703.15
2022-01-22,114.50,117.00,96.30,108.40,1345786.19,1345786.19
2022-01-23,108.40,112.80,105.60,112.30,588082.32,588082.32
2022-01-24,112.30,112.30,97.50,109.50,1098206.52,1098206.52
2022-01-25,109.60,109.90,105.10,107.80,589373.56,589373.56
2022-01-26,107.90,116.50,104.60,106.90,774954.38,774954.38
2022-01-27,107.00,110.00,102.80,106.90,563991.77,563991.77
2022-01-28,106.80,110.00,105.20,109.40,463842.24,463842.24
2022-01-29,109.50,112.40,107.50,110.80,345775.90,345775.90
2022-01-30,110.90,112.20,107.00,108.60,276376.29,276376.29
2022-01-31,108.50,111.30,104.30,109.50,447814.47,447814.47
2022-02-01,109.40,116.90,108.20,115.00,597661.68,597661.68
2022-02-02,115.10,116.00,107.30,108.30,512026.27,512026.27
2022-02-03,108.30,111.10,105.40,111.00,380748.90,380748.90
2022-02-04,110.90,121.50,108.70,121.30,649501.14,649501.14
2022-02-05,121.30,123.80,118.80,121.70,442597.02,442597.02
2022-02-06,121.80,128.00,120.50,127.60,415141.02,415141.02
2022-02-07,127.50,139.90,125.00,137.40,694509.80,694509.80
2022-02-08,137.40,142.90,130.40,133.70,974024.21,974024.21
2022-02-09,133.60,141.00,132.00,140.10,615072.44,615072.44
2022-02-10,140.00,143.80,134.00,134.60,722895.22,722895.22
2022-02-11,134.50,134.80,124.80,125.60,536508.56,536508.56
2022-02-12,125.60,127.60,120.80,126.70,328295.30,328295.30
2022-02-13,126.70,128.90,123.50,125.60,261891.16,261891.16
2022-02-14,125.60,127.00,121.40,124.60,311463.00,311463.00
2022-02-15,124.60,132.60,123.90,131.50,372015.05,372015.05
2022-02-16,131.60,131.80,125.40,127.70,325088.12,325088.12
2022-02-17,127.80,129.00,114.80,116.30,535445.24,535445.24
2022-02-18,116.30,123.60,114.10,114.90,686552.35,686552.35
2022-02-19,114.90,117.20,113.00,115.50,361933.43,361933.43
2022-02-20,115.50,115.80,108.40,110.60,468241.93,468241.93
2022-02-21,110.60,114.50,102.00,102.80,631230.78,631230.78
2022-02-22,102.70,107.90,100.20,107.40,537388.74,537388.74
2022-02-23,107.40,111.50,104.90,105.40,432495.97,432495.97
2022-02-24,105.30,111.00,90.00,104.10,1288797.48,1288797.48
2022-02-25,104.20,110.70,101.50,109.20,604602.88,604602.88
2022-02-26,109.20,115.00,106.60,108.20,456598.44,456598.44
2022-02-27,108.10,110.20,101.10,102.90,417924.63,417924.63
2022-02-28,102.90,113.90,101.20,113.70,574622.74,574622.74
2022-03-01,113.70,116.00,109.40,112.50,601477.27,601477.27
2022-03-02,112.50,114.70,109.10,110.30,513465.22,513465.22
2022-03-03,110.30,113.00,107.90,111.70,638112.36,638112.36
2022-03-04,111.70,112.70,99.00,101.00,635993.79,635993.79
2022-03-05,101.00,105.40,99.40,104.90,298763.80,298763.80
2022-03-06,104.90,106.00,100.60,101.10,312844.28,312844.28
2022-03-07,101.10,103.90,96.20,98.40,518690.84,518690.84
2022-03-08,98.30,102.60,97.80,100.70,489539.23,489539.23
2022-03-09,100.80,109.30,100.40,106.90,548748.76,548748.76
2022-03-10,106.90,107.10,99.50,102.50,544448.85,544448.85
2022-03-11,102.60,107.00,99.60,104.60,462322.47,462322.47
2022-03-12,104.60,108.00,104.50,105.60,273690.90,273690.90
2022-03-13,105.50,107.40,101.00,101.70,267778.85,267778.85
2022-03-14,101.70,106.40,100.80,105.60,461259.96,461259.96
2022-03-15,105.50,108.60,102.40,106.80,455884.75,455884.75
2022-03-16,106.90,112.20,105.60,111.40,627565.50,627565.50
2022-03-17,111.30,111.70,108.50,110.20,315598.57,315598.57
2022-03-18,110.20,113.00,107.70,111.90,362061.81,362061.81
2022-03-19,111.80,117.30,111.40,116.80,455077.80,455077.80
2022-03-20,116.80,118.50,111.30,114.90,456736.03,456736.03
2022-03-21,114.90,116.80,113.10,116.00,414783.62,414783.62
2022-03-22,116.10,123.70,115.60,122.70,613158.77,613158.77
2022-03-23,122.70,124.50,118.50,122.40,404116.58,404116.58
2022-03-24,122.50,127.70,120.00,126.50,494673.52,494673.52
2022-03-25,126.40,127.30,121.50,123.90,388911.11,388911.11
2022-03-26,124.00,125.60,121.90,124.80,222339.52,222339.52
2022-03-27,124.80,129.80,123.20,129.70,360946.11,360946.11
2022-03-28,129.70,132.60,126.70,127.60,485087.18,485087.18
2022-03-29,127.60,132.00,127.00,130.10,402240.89,402240.89
2022-03-30,130.00,134.10,125.80,131.10,469285.08,469285.08
2022-03-31,131.10,132.90,121.10,123.80,925439.98,925439.98
2022-04-01,123.90,126.40,119.10,124.80,459214.20,459214.20
2022-04-02,124.80,128.30,123.50,124.80,446188.67,446188.67
2022-04-03,124.90,129.50,123.60,128.70,304078.02,304078.02
2022-04-04,128.80,128.90,121.20,124.80,459946.59,459946.59
2022-04-05,124.80,127.30,122.50,122.70,266800.71,266800.71
2022-04-06,122.80,123.20,111.40,111.70,609814.45,609814.45
2022-04-07,111.60,115.00,110.10,114.10,302722.60,302722.60
2022-04-08,114.00,115.30,109.60,110.70,361955.50,361955.50
2022-04-09,110.70,113.00,110.00,112.70,192659.63,192659.63
2022-04-10,112.70,114.50,110.00,110.30,201089.86,201089.86
2022-04-11,110.30,110.70,101.80,102.40,440456.85,440456.85
2022-04-12,102.50,105.80,101.70,104.80,298962.75,298962.75
2022-04-13,104.90,110.80,103.90,110.50,389766.95,389766.95
2022-04-14,110.60,112.40,105.90,107.30,323593.49,323593.49
2022-04-15,107.30,112.90,107.00,111.00,303062.03,303062.03
2022-04-16,111.00,114.90,110.10,114.30,256441.82,256441.82
2022-04-17,114.30,115.10,108.20,108.80,275657.86,275657.86
2022-04-18,108.80,111.50,105.20,111.30,433957.58,433957.58
2022-04-19,111.30,114.20,110.60,113.80,267982.50,267982.50
2022-04-20,113.80,114.20,110.70,111.90,317572.87,317572.87
2022-04-21,111.90,114.50,105.40,106.80,374445.22,374445.22
2022-04-22,106.80,108.70,104.70,105.40,307003.59,307003.59
2022-04-23,105.40,107.20,104.40,105.10,151820.20,151820.20
2022-04-24,105.20,105.90,103.50,104.60,188484.10,188484.10
2022-04-25,104.60,104.90,98.30,104.60,464513.11,464513.11
2022-04-26,104.60,105.40,96.30,98.60,370089.57,370089.57
2022-04-27,98.60,102.00,97.70,100.50,295862.61,295862.61
2022-04-28,100.60,105.80,99.70,103.30,543891.39,543891.39
2022-04-29,103.30,104.50,98.40,100.40,394065.39,394065.39
2022-04-30,100.30,101.60,93.50,95.80,343937.91,343937.91
2022-05-01,95.90,100.00,94.40,99.30,295463.92,295463.92
2022-05-02,99.30,101.90,98.30,100.70,330388.68,330388.68
2022-05-03,100.70,101.40,97.40,99.40,307980.67,307980.67
2022-05-04,99.30,107.10,99.00,106.30,475753.42,475753.42
2022-05-05,106.30,106.90,94.80,96.80,586614.19,586614.19
2022-05-06,96.80,98.40,92.90,96.70,494007.71,494007.71
2022-05-07,96.70,97.40,92.60,94.30,298037.22,298037.22
2022-05-08,94.30,95.80,91.50,93.90,441180.21,441180.21
2022-05-09,93.80,94.90,75.20,76.20,1075917.38,1075917.38
2022-05-10,76.20,85.00,73.30,80.20,1335840.74,1335840.74
2022-05-11,80.10,82.80,64.20,66.60,2156656.19,2156656.19
2022-05-12,66.70,69.90,54.40,64.50,2076325.54,2076325.54
2022-05-13,64.40,73.20,63.20,67.90,1132719.67,1132719.67
2022-05-14,67.80,70.30,64.20,68.90,556982.01,556982.01
2022-05-15,68.80,71.80,65.90,71.60,508046.55,508046.55
2022-05-16,71.50,71.60,64.90,67.30,577142.75,577142.75
2022-05-17,67.20,73.90,67.10,73.20,639716.30,639716.30
2022-05-18,73.10,74.40,65.70,66.00,701726.50,701726.50
2022-05-19,65.90,72.70,64.60,72.10,690029.82,690029.82
2022-05-20,72.10,73.50,66.70,68.60,755303.04,755303.04
2022-05-21,68.60,70.70,67.90,69.80,274675.04,274675.04
2022-05-22,69.80,72.60,69.40,71.70,290794.18,290794.18
2022-05-23,71.60,74.00,68.30,69.10,613835.77,613835.77
2022-05-24,69.00,70.80,67.00,70.20,492877.96,492877.96
2022-05-25,70.30,71.70,67.90,68.20,414049.81,414049.81
2022-05-26,68.20,68.90,60.40,63.50,730443.13,730443.13
2022-05-27,63.40,64.10,60.90,61.60,739704.08,739704.08
2022-05-28,61.60,64.00,61.30,63.00,336506.62,336506.62
2022-05-29,63.10,64.40,61.80,63.60,315852.36,315852.36
2022-05-30,63.70,69.80,63.20,69.10,612046.04,612046.04
2022-05-31,69.10,69.80,66.70,68.40,445048.54,445048.54
2022-06-01,68.40,70.60,61.70,62.70,634020.20,634020.20
2022-06-02,62.70,64.80,62.10,64.50,371742.76,371742.76
2022-06-03,64.40,64.90,61.40,62.60,281679.97,281679.97
2022-06-04,62.60,64.40,61.30,63.70,187841.05,187841.05
2022-06-05,63.80,63.90,61.70,63.20,194186.31,194186.31
2022-06-06,63.20,66.70,62.90,64.50,374528.28,374528.28
2022-06-07,64.50,65.50,60.10,63.80,493587.56,493587.56
2022-06-08,63.90,64.50,61.10,61.30,460948.58,460948.58
2022-06-09,61.40,62.40,59.20,60.30,295546.59,295546.59
2022-06-10,60.20,60.40,55.60,56.70,505271.35,505271.35
2022-06-11,56.60,57.80,51.60,52.20,588679.34,588679.34
2022-06-12,52.20,52.60,47.30,47.90,751665.41,751665.41
2022-06-13,47.90,48.30,41.00,43.50,1585014.73,1585014.73
2022-06-14,43.50,46.50,40.30,46.15,1538135.28,1538135.28
2022-06-15,46.16,50.98,41.66,50.65,2010453.14,2010453.14
2022-06-16,50.66,51.22,44.02,44.78,1636635.98,1636635.98
2022-06-17,44.80,48.43,44.41,47.60,1207287.63,1207287.63
2022-06-18,47.60,48.40,41.46,47.18,1913775.17,1913775.17
2022-06-19,47.17,56.45,44.91,54.29,2451326.02,2451326.02
2022-06-20,54.30,54.77,51.31,52.77,1979924.02,1979924.02
2022-06-21,52.76,55.71,51.86,53.52,1381554.78,1381554.78
2022-06-22,53.53,53.55,50.41,52.13,927893.85,927893.85
2022-06-23,52.15,56.77,51.90,55.74,994973.17,994973.17
2022-06-24,55.72,57.34,54.40,55.84,730614.76,730614.76
2022-06-25,55.85,59.76,54.59,58.88,618227.01,618227.01
2022-06-26,58.89,60.50,56.60,56.61,518719.08,518719.08
2022-06-27,56.60,58.62,54.82,55.86,397024.69,397024.69
2022-06-28,55.89,57.00,52.57,52.68,428561.80,428561.80
2022-06-29,52.71,54.45,51.36,53.68,451898.81,451898.81
2022-06-30,53.68,54.00,50.15,53.84,505134.99,505134.99
2022-07-01,53.84,56.28,50.04,51.19,606167.19,606167.19
2022-07-02,51.21,51.65,49.77,50.55,395349.86,395349.86
2022-07-03,50.55,52.22,49.11,50.95,319754.38,319754.38
2022-07-04,50.94,52.43,49.70,52.26,428499.13,428499.13
2022-07-05,52.24,52.48,47.95,49.70,567147.95,567147.95
2022-07-06,49.70,51.20,48.96,50.34,369984.01,369984.01
2022-07-07,50.36,52.64,49.77,52.15,478416.36,478416.36
2022-07-08,52.17,53.99,50.75,51.35,539059.05,539059.05
2022-07-09,51.35,54.80,51.33,54.09,369622.83,369622.83
2022-07-10,54.09,55.07,50.65,52.12,793607.20,793607.20
2022-07-11,52.12,52.25,48.26,48.71,458088.60,458088.60
2022-07-12,48.70,49.37,47.28,47.33,466284.50,466284.50
2022-07-13,47.32,49.73,46.41,49.56,601519.06,601519.06
2022-07-14,49.54,51.75,47.96,51.32,522186.19,522186.19
2022-07-15,51.32,52.78,50.61,51.78,544118.25,544118.25
2022-07-16,51.76,55.56,51.07,55.08,437141.03,437141.03
2022-07-17,55.07,57.02,54.33,55.76,488379.93,488379.93
2022-07-18,55.76,59.56,55.23,58.60,704809.59,704809.59
2022-07-19,58.59,59.63,55.83,57.90,648764.41,648764.41
2022-07-20,57.90,61.73,56.40,57.20,823588.20,823588.20
2022-07-21,57.20,58.65,55.15,58.02,495146.27,495146.27
2022-07-22,58.03,59.18,55.50,56.09,504430.42,504430.42
2022-07-23,56.09,57.24,54.50,56.32,359887.48,359887.48
2022-07-24,56.32,59.78,56.32,58.39,353168.58,353168.58
2022-07-25,58.39,59.02,53.89,54.00,480171.67,480171.67
2022-07-26,54.00,54.15,51.96,53.88,420584.37,420584.37
2022-07-27,53.89,59.07,53.01,59.01,536658.83,536658.83
2022-07-28,59.00,64.29,58.02,63.41,793684.14,793684.14
2022-07-29,63.40,64.58,59.76,60.65,598391.17,598391.17
2022-07-30,60.65,64.07,59.91,60.42,571176.57,571176.57
2022-07-31,60.43,63.02,59.61,59.74,362956.30,362956.30
2022-08-01,59.74,60.75,58.25,59.44,413407.16,413407.16
2022-08-02,59.46,59.85,56.63,58.05,499501.83,499501.83
2022-08-03,58.06,60.13,56.70,57.77,497789.61,497789.61
2022-08-04,57.76,60.80,57.60,59.65,438458.42,438458.42
2022-08-05,59.64,62.57,59.61,62.47,487945.26,487945.26
2022-08-06,62.47,62.58,60.50,60.83,221909.18,221909.18
2022-08-07,60.82,62.00,59.86,61.10,242432.34,242432.34
2022-08-08,61.11,64.09,60.80,62.61,403958.24,403958.24
2022-08-09,62.59,62.86,58.20,59.16,467966.92,467966.92
2022-08-10,59.15,62.35,57.42,61.59,683606.93,683606.93
2022-08-11,61.58,63.48,61.48,61.84,451609.23,451609.23
2022-08-12,61.84,63.08,60.66,62.88,361467.84,361467.84
2022-08-13,62.88,65.66,62.63,63.80,502527.31,502527.31
2022-08-14,63.81,65.84,62.37,63.14,453041.88,453041.88
2022-08-15,63.13,65.32,59.64,60.67,521249.36,521249.36
2022-08-16,60.66,61.77,59.99,61.33,367330.08,367330.08
2022-08-17,61.32,64.74,59.67,60.52,718429.13,718429.13
2022-08-18,60.52,61.73,59.33,60.02,422084.30,422084.30
2022-08-19,60.03,60.19,53.26,53.99,807381.05,807381.05
2022-08-20,54.01,55.62,52.64,54.10,651478.68,651478.68
2022-08-21,54.11,56.00,53.80,55.67,377261.08,377261.08
2022-08-22,55.66,57.45,52.26,57.22,877776.63,877776.63
2022-08-23,57.23,57.75,53.88,57.08,562176.70,562176.70
2022-08-24,57.10,57.69,55.56,56.46,437641.06,437641.06
2022-08-25,56.47,57.53,55.82,56.63,379154.50,379154.50
2022-08-26,56.62,58.31,52.08,52.68,663761.06,663761.06
2022-08-27,52.69,53.48,51.63,53.01,342396.44,342396.44
2022-08-28,53.01,56.00,52.47,53.41,571920.84,571920.84
2022-08-29,53.42,56.70,52.52,55.80,635767.41,635767.41
2022-08-30,55.78,56.25,51.81,53.01,505556.59,505556.59
2022-08-31,53.01,55.26,53.01,53.84,441087.37,441087.37
2022-09-01,53.83,57.82,53.19,57.58,746451.63,746451.63
2022-09-02,57.59,62.50,56.49,60.99,970963.36,970963.36
2022-09-03,60.99,62.23,59.53,60.15,604642.95,604642.95
2022-09-04,60.15,60.99,58.61,60.90,416674.08,416674.08
2022-09-05,60.90,61.63,59.25,60.39,550152.84,550152.84
2022-09-06,60.39,62.74,54.00,54.11,893919.42,893919.42
2022-09-07,54.09,58.29,52.86,57.31,791215.20,791215.20
2022-09-08,57.31,58.60,56.06,57.96,526585.08,526585.08
2022-09-09,57.97,61.94,57.70,61.13,640028.18,640028.18
2022-09-10,61.14,64.69,60.54,63.28,643910.36,643910.36
2022-09-11,63.28,64.47,61.33,62.16,491835.14,491835.14
2022-09-12,62.16,63.23,60.08,61.38,492838.60,492838.60
2022-09-13,61.39,67.48,58.33,59.10,1440002.98,1440002.98
2022-09-14,59.09,61.18,58.13,60.18,753407.48,753407.48
2022-09-15,60.16,60.83,55.83,56.34,696696.52,696696.52
2022-09-16,56.35,56.97,54.61,55.95,469333.52,469333.52
2022-09-17,55.93,58.44,55.81,57.83,314150.50,314150.50
2022-09-18,57.84,57.85,52.22,52.63,524264.70,524264.70
2022-09-19,52.64,53.74,50.01,52.91,1189979.55,1189979.55
2022-09-20,52.89,53.85,50.86,52.30,740261.77,740261.77
2022-09-21,52.32,55.52,50.23,51.09,948476.56,948476.56
2022-09-22,51.09,54.09,50.62,53.57,615045.10,615045.10
2022-09-23,53.58,55.34,51.40,55.22,628774.84,628774.84
2022-09-24,55.23,55.96,53.18,53.43,477670.64,477670.64
2022-09-25,53.43,54.41,52.22,52.53,388583.25,388583.25
2022-09-26,52.53,53.73,51.87,53.44,462703.23,462703.23
2022-09-27,53.44,55.66,51.80,52.65,594149.31,594149.31
2022-09-28,52.65,53.83,51.00,53.29,486979.89,486979.89
2022-09-29,53.29,54.16,52.24,53.96,415487.40,415487.40
2022-09-30,53.97,55.10,52.86,53.48,417555.87,417555.87
2022-10-01,53.49,53.83,52.44,52.92,227981.29,227981.29
2022-10-02,52.91,53.46,51.67,51.82,245935.52,245935.52
2022-10-03,51.82,54.34,51.50,54.17,377561.93,377561.93
2022-10-04,54.16,55.73,53.88,55.28,379502.09,379502.09
2022-10-05,55.28,55.30,53.30,54.63,340455.98,340455.98
2022-10-06,54.62,55.05,53.34,53.53,389720.24,389720.24
2022-10-07,53.53,53.85,52.27,52.83,353877.82,353877.82
2022-10-08,52.84,53.55,52.38,52.79,244809.68,244809.68
2022-10-09,52.79,53.99,52.69,53.90,197759.86,197759.86
2022-10-10,53.89,54.46,52.50,52.63,393032.72,393032.72
2022-10-11,52.64,52.64,51.27,52.03,325528.77,325528.77
2022-10-12,52.02,52.98,51.60,52.23,355312.41,355312.41
2022-10-13,52.22,52.50,48.32,51.10,598879.56,598879.56
