,Opening Price (USD),Highest Price (USD),Lowest Price (USD),Closing Price (USD),5. volume,6. market cap (USD)
2021-10-04,170.50,170.90,161.30,167.50,586624.93,586624.93
2021-10-05,167.50,175.40,166.60,173.80,622714.61,622714.61
2021-10-06,173.70,183.00,163.80,178.50,967921.40,967921.40
2021-10-07,178.50,187.00,173.40,178.60,866672.45,866672.45
2021-10-08,178.60,183.40,174.40,175.90,697493.03,697493.03
2021-10-09,175.90,182.90,174.40,179.90,445979.89,445979.89
2021-10-10,179.90,184.00,174.00,174.80,559785.15,559785.15
2021-10-11,174.80,185.40,172.00,179.10,679614.99,679614.99
2021-10-12,179.20,179.20,166.30,172.60,708173.90,708173.90
2021-10-13,172.60,179.70,167.60,177.60,657952.56,657952.56
2021-10-14,177.70,186.70,176.90,181.30,746399.18,746399.18
2021-10-15,181.30,193.00,176.40,189.60,1143344.44,1143344.44
2021-10-16,189.70,192.60,185.00,186.00,576811.60,576811.60
2021-10-17,186.00,188.10,176.40,183.70,475002.96,475002.96
2021-10-18,183.80,187.60,178.50,185.60,591931.08,591931.08
2021-10-19,185.50,191.60,183.10,188.80,598824.69,598824.69
2021-10-20,188.80,209.40,185.60,207.30,1121684.82,1121684.82
2021-10-21,207.40,214.70,195.20,196.80,1129324.24,1129324.24
2021-10-22,196.80,201.50,187.90,191.00,731846.10,731846.10
2021-10-23,191.00,198.00,188.70,196.30,413109.66,413109.66
2021-10-24,196.30,199.90,185.20,190.40,568204.06,568204.06
2021-10-25,190.40,197.40,189.60,195.50,435121.82,435121.82
2021-10-26,195.50,199.40,190.30,197.60,571152.66,571152.66
2021-10-27,197.50,205.00,171.10,179.30,1380721.93,1380721.93
2021-10-28,179.20,194.50,177.60,189.80,722390.73,722390.73
2021-10-29,189.80,198.70,188.10,196.70,581094.60,581094.60
2021-10-30,196.70,197.30,186.60,190.20,415371.62,415371.62
2021-10-31,190.20,195.20,186.70,191.90,514684.88,514684.88
2021-11-01,191.90,201.20,187.80,197.60,656176.59,656176.59
2021-11-02,197.60,204.90,195.10,200.90,589454.74,589454.74
2021-11-03,200.90,209.30,197.40,207.30,839855.94,839855.94
2021-11-04,207.30,207.30,196.10,202.60,592543.49,592543.49
2021-11-05,202.60,203.30,196.70,198.90,454701.03,454701.03
2021-11-06,198.90,201.10,191.00,197.60,420636.05,420636.05
2021-11-07,197.60,202.10,196.90,202.00,351383.08,351383.08
2021-11-08,202.10,229.70,202.00,229.00,1380080.25,1380080.25
2021-11-09,229.00,274.60,226.50,262.00,3256268.81,3256268.81
2021-11-10,262.00,295.70,251.60,260.40,3733558.86,3733558.86
2021-11-11,260.30,274.20,250.50,262.30,1666490.11,1666490.11
2021-11-12,262.20,282.70,243.70,251.20,2414623.35,2414623.35
2021-11-13,251.10,264.20,245.20,257.70,1167201.21,1167201.21
2021-11-14,257.70,279.70,248.40,279.30,1358748.00,1358748.00
2021-11-15,279.30,281.50,259.00,263.00,1155933.61,1155933.61
2021-11-16,263.00,263.30,222.50,230.20,2396155.13,2396155.13
2021-11-17,230.40,235.40,217.60,229.60,1422751.18,1422751.18
2021-11-18,229.60,232.40,199.40,204.20,1689641.57,1689641.57
2021-11-19,204.10,221.30,199.50,217.90,1040819.80,1040819.80
2021-11-20,217.90,227.80,212.40,226.80,841347.75,841347.75
2021-11-21,226.80,230.80,219.60,221.10,698329.31,698329.31
2021-11-22,221.20,221.70,205.20,209.10,865031.63,865031.63
2021-11-23,209.10,218.80,205.10,216.20,709895.65,709895.65
