,Opening Price (USD),Highest Price (USD),Lowest Price (USD),Closing Price (USD),5. volume,6. market cap (USD)
2022-04-27,0.64,0.66,0.64,0.65,277994630.00,277994630.00
2022-04-28,0.65,0.66,0.63,0.64,242145728.00,242145728.00
2022-04-29,0.64,0.65,0.60,0.61,322263629.00,322263629.00
2022-04-30,0.61,0.63,0.57,0.58,354754733.00,354754733.00
2022-05-01,0.58,0.61,0.58,0.61,279653905.00,279653905.00
2022-05-02,0.61,0.63,0.60,0.61,332748235.00,332748235.00
2022-05-03,0.61,0.63,0.60,0.60,284044788.00,284044788.00
2022-05-04,0.60,0.65,0.60,0.65,345607731.00,345607731.00
2022-05-05,0.65,0.66,0.58,0.60,446938464.00,446938464.00
2022-05-06,0.60,0.62,0.59,0.60,363872112.00,363872112.00
2022-05-07,0.60,0.60,0.57,0.58,243420987.00,243420987.00
2022-05-08,0.58,0.58,0.56,0.57,335981906.00,335981906.00
2022-05-09,0.57,0.58,0.47,0.49,841979616.33,841979616.33
2022-05-10,0.49,0.54,0.47,0.51,900790302.00,900790302.00
2022-05-11,0.51,0.53,0.36,0.42,1598443681.35,1598443681.35
2022-05-12,0.42,0.43,0.34,0.39,1567507931.50,1567507931.50
2022-05-13,0.39,0.47,0.38,0.42,698396767.00,698396767.00
2022-05-14,0.42,0.44,0.40,0.43,442845171.00,442845171.00
2022-05-15,0.43,0.45,0.41,0.45,267739238.00,267739238.00
2022-05-16,0.45,0.45,0.41,0.42,433909248.00,433909248.00
2022-05-17,0.42,0.44,0.42,0.44,376428299.00,376428299.00
2022-05-18,0.44,0.44,0.40,0.41,370954228.00,370954228.00
2022-05-19,0.41,0.42,0.39,0.42,285465302.00,285465302.00
2022-05-20,0.42,0.44,0.40,0.41,358049438.00,358049438.00
2022-05-21,0.41,0.42,0.40,0.41,144232225.00,144232225.00
2022-05-22,0.41,0.43,0.41,0.42,143783091.00,143783091.00
2022-05-23,0.42,0.43,0.40,0.41,301434382.00,301434382.00
