,Opening Price (USD),Highest Price (USD),Lowest Price (USD),Closing Price (USD),5. volume,6. market cap (USD)
2021-09-23,0.22,0.23,0.22,0.22,809134784.00,809134784.00
2021-09-24,0.22,0.23,0.20,0.21,1446332143.90,1446332143.90
2021-09-25,0.21,0.21,0.20,0.21,648108334.00,648108334.00
2021-09-26,0.21,0.21,0.19,0.20,778024870.70,778024870.70
2021-09-27,0.20,0.21,0.20,0.20,447272392.00,447272392.00
2021-09-28,0.20,0.20,0.20,0.20,478010126.00,478010126.00
2021-09-29,0.20,0.20,0.19,0.20,508197881.00,508197881.00
2021-09-30,0.20,0.21,0.20,0.20,525345573.00,525345573.00
2021-10-01,0.20,0.23,0.20,0.22,1029403020.00,1029403020.00
2021-10-02,0.22,0.23,0.22,0.22,726979560.00,726979560.00
2021-10-03,0.22,0.23,0.22,0.22,697996641.00,697996641.00
2021-10-04,0.22,0.25,0.21,0.24,3281218340.00,3281218340.00
2021-10-05,0.24,0.27,0.23,0.25,3796153741.00,3796153741.00
2021-10-06,0.25,0.27,0.24,0.25,3681509190.00,3681509190.00
2021-10-07,0.25,0.26,0.24,0.24,2142393485.00,2142393485.00
2021-10-08,0.24,0.25,0.24,0.24,1381822126.00,1381822126.00
2021-10-09,0.24,0.25,0.24,0.25,1073585552.00,1073585552.00
2021-10-10,0.25,0.25,0.23,0.23,977648960.00,977648960.00
2021-10-11,0.23,0.24,0.22,0.23,1072711057.00,1072711057.00
2021-10-12,0.23,0.23,0.22,0.23,1030470079.00,1030470079.00
2021-10-13,0.23,0.23,0.22,0.23,1044380785.00,1044380785.00
2021-10-14,0.23,0.24,0.23,0.23,1098049682.00,1098049682.00
2021-10-15,0.23,0.24,0.22,0.23,1457540715.00,1457540715.00
2021-10-16,0.23,0.25,0.23,0.24,1224144433.00,1224144433.00
2021-10-17,0.24,0.24,0.23,0.24,1210409235.00,1210409235.00
2021-10-18,0.24,0.27,0.24,0.25,4909224967.00,4909224967.00
2021-10-19,0.25,0.26,0.24,0.25,1415459318.00,1415459318.00
2021-10-20,0.25,0.26,0.24,0.25,1638568849.00,1638568849.00
2021-10-21,0.25,0.26,0.24,0.24,1573673715.00,1573673715.00
2021-10-22,0.24,0.25,0.24,0.24,1553243637.00,1553243637.00
2021-10-23,0.24,0.25,0.24,0.25,1258672648.00,1258672648.00
2021-10-24,0.25,0.28,0.25,0.28,4887922846.00,4887922846.00
2021-10-25,0.28,0.28,0.26,0.27,2939692178.00,2939692178.00
2021-10-26,0.27,0.27,0.25,0.26,2132162373.00,2132162373.00
